image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygon.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,17.098073000001023,19.100088000006508,19.60054359998321,19.60054359998321,space,0.7730452999821864,,,,,,,,,,,,,,,,001,2023-05-17_16h20.02.372,REPSWITCH_1,2022.2.5,60.38960960523247,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,nontarget,2,NT,Stim1_Set1,0,0,0,0,,25.33054669998819,,,,,21.031056300009368,21.031056300009368,22.549624500010395,22.549624500010395,22.549624500010395,22.549624500010395,22.549624500010395,22.549624500010395,22.549624500010395,0.01973340002587065,2.2822297000093386,None,,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-17_16h20.02.372_micResp_recorded\recording_micResp_2023-05-17_16h20.17.480.wav,,001,2023-05-17_16h20.02.372,REPSWITCH_1,2022.2.5,60.38960960523247,
,,,,,,,,,,,,,,,,,,,25.782848400005605,26.931727299990598,26.931727299990598,26.931727299990598,26.931727299990598,26.931727299990598,26.931727299990598,26.931727299990598,0.01018149999435991,2.0158379999920726,,,,,,,,,,
