trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,14.797108199996728,16.78167459999895,17.282159799997316,17.282159799997316,space,0.8845406000036746,,,,,,,,,,,,4,001,2023-06-19_14h15.22.135,REPSWITCH_1_Practice,2022.2.5,60.09373420590358,
,,,,,,,,,,,,,18.181803199997375,,,,,18.74619039999743,18.74619039999743,19.98059859999921,19.98059859999921,19.98059859999921,19.98059859999921,19.98059859999921,19.98059859999921,19.98059859999921,19.98059859999921,0.03203920000305516,,,,,,,
