textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,participant,session,date,expName,psychopyVersion,frameRate,
17.435363200027496,19.449702700134367,19.94946340005845,19.94946340005845,19.94946340005845,19.94946340005845,space,0.6509276998694986,,,,,,,,,,,,,,50,001,2023-07-03_14h48.03.233,REPSWITCH1_v2022.2.4,2022.2.4,59.699781814192384,
,,,,,,,,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,20.64824240002781,,,,,,,
