image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice2v2.started,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice2v2.clip,textBlankLoop.started,textBlankLoop.stopped,keyPractice_2.rt,textboxEndPractice_2.started,keyEndPractice_2.started,keyEndPractice_2.keys,keyEndPractice_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,9.474955799989402,space,2.8823017000686377,,,,,,,,,,,,,,,,,,,,,,,,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,darkblue,0,0,0,0,,,,,,,,,,,,,,,,12.369313100003637,13.452770399977453,13.452770399977453,13.452770399977453,13.452770399977453,13.452770399977453,13.452770399977453,13.452770399977453,13.452770399977453,16.480970500037074,16.480970500037074,16.480970500037074,16.480970500037074,16.480970500037074,16.480970500037074,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.31.093.wav,16.480970500037074,16.981037999968976,,,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,gold,0,1,1,1,,,,,,,,,,,,,,,,16.981037999968976,18.154804300051183,18.154804300051183,18.154804300051183,18.154804300051183,18.154804300051183,18.154804300051183,18.154804300051183,18.154804300051183,21.18301659997087,21.18301659997087,21.18301659997087,21.18301659997087,21.18301659997087,21.18301659997087,"['s', 'i', 'r', 'e', 'n', 'a']",0,sirena,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.35.792.wav,21.18301659997087,,"[0.8476298999739811, 0.9950632000109181, 1.1116715000243858, 1.2143614999949932, 1.337937799980864, 1.4563601999543607]",,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,darkblue,0,2,2,2,,,,,,,,,,,,,,,,21.683044499950483,22.85678240004927,22.85678240004927,22.85678240004927,22.85678240004927,22.85678240004927,22.85678240004927,22.85678240004927,22.85678240004927,25.884949899977073,25.884949899977073,25.884949899977073,25.884949899977073,25.884949899977073,25.884949899977073,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.40.494.wav,25.884949899977073,,,,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_733.png,gafas,TYPE,gold,0,3,3,3,,,,,,,,,,,,,,,,26.38504770002328,27.586622199974954,27.586622199974954,27.586622199974954,27.586622199974954,27.586622199974954,27.586622199974954,27.586622199974954,27.586622199974954,30.60779499995988,30.60779499995988,30.60779499995988,30.60779499995988,30.60779499995988,30.60779499995988,"['g', 'a', 'f', 'a', 's']",0,gafas,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.45.224.wav,30.60779499995988,31.107930100057274,"[1.0381322000175714, 1.1467821000842378, 1.2843225999968126, 1.376172700081952, 1.458110100007616]",,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_614.png,reina,TYPE,gold,0,4,4,4,,,,,,,,,,,,,,,,31.107930100057274,32.19838069996331,32.19838069996331,32.19838069996331,32.19838069996331,32.19838069996331,32.19838069996331,32.19838069996331,32.19838069996331,35.21957700001076,35.21957700001076,35.21957700001076,35.21957700001076,35.21957700001076,35.21957700001076,"['r', 'e', 'i', 'a', 'backspace', 'n', 'a']",0,reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.49.836.wav,35.21957700001076,35.7195945000276,"[1.0442158998921514, 1.0691291999537498, 1.2574564999667928, 1.5096593999769539, 2.381434899987653, 2.7207005999516696, 2.8143702999223024]",,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_612.png,rana,TYPE,gold,0,5,5,5,,,,,,,,,,,,,,,,35.7195945000276,36.823914299951866,36.823914299951866,36.823914299951866,36.823914299951866,36.823914299951866,36.823914299951866,36.823914299951866,36.823914299951866,39.845100500038825,39.845100500038825,39.845100500038825,39.845100500038825,39.845100500038825,39.845100500038825,"['r', 'a', 'n', 'a']",0,rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.54.462.wav,39.845100500038825,40.34528030001093,"[0.8329009999288246, 1.010339199914597, 1.1345464999321848, 1.2142724000150338]",,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,darkblue,0,6,6,6,,,,,,,,,,,,,,,,40.34528030001093,41.393937499960884,41.393937499960884,41.393937499960884,41.393937499960884,41.393937499960884,41.393937499960884,41.393937499960884,41.393937499960884,44.422123300028034,44.422123300028034,44.422123300028034,44.422123300028034,44.422123300028034,44.422123300028034,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h06.59.032.wav,44.422123300028034,,,,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_570.png,toro,TYPE,gold,0,7,7,7,,,,,,,,,,,,,,,,44.92219199996907,46.13067029998638,46.13067029998638,46.13067029998638,46.13067029998638,46.13067029998638,46.13067029998638,46.13067029998638,46.13067029998638,49.15190239995718,49.15190239995718,49.15190239995718,49.15190239995718,49.15190239995718,49.15190239995718,"['t', 'o', 'r', 'o']",0,toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h07.03.768.wav,49.15190239995718,49.65202360006515,"[0.8507735000457615, 1.0490679000504315, 1.110898100072518, 1.2275060000829399]",,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
REPSWITCH1_Practice/PICTURE_110.png,mesa,SPEAK,darkblue,0,8,8,8,,,,,,,,,,,,,,,,49.65202360006515,50.79100049997214,50.79100049997214,50.79100049997214,50.79100049997214,50.79100049997214,50.79100049997214,50.79100049997214,50.79100049997214,53.8192124000052,53.8192124000052,53.8192124000052,53.8192124000052,53.8192124000052,53.8192124000052,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/040202_REPSWITCH1_Practice2_version2_2023-11-16_12h06.22.283_micPractice2v2_recorded\recording_micPractice2v2_2023-11-16_12h07.08.430.wav,53.8192124000052,,,,,,,040202,001,2023-11-16_12h06.22.283,REPSWITCH1_Practice2_version2,2022.2.4,143.94412665133868,
