textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxMainInstr2_8.started,textboxMainInstr2_9.started,textboxMainInstr2_10.started,textboxMainInstr2_11.started,textboxMainInstr2_12.started,keyInstrMain2.started,participant,session,date,expName,psychopyVersion,frameRate,
26.991960000013933,28.98337079992052,29.54741529992316,29.54741529992316,29.54741529992316,29.54741529992316,space,1.1569861000170931,,,,,,,,,,,,,,28,001,2023-06-28_12h58.27.923,REPSWITCH1_v2022.2.4,2022.2.4,60.172092177090015,
,,,,,,,,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,30.847082199994475,,,,,,,
