image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv1l1.started,keyResp.keys,keyResp.corr,keyResp.rt,subjResponse,micRespv1l1.clip,textBlankLoop.started,textBlankLoop.stopped,keyPause.keys,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,textboxPause.started,keyPause.started,keyPause.rt,textboxGoodbye.started,textboxGoodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,9.930311099858955,12.424872899893671,12.424872899893671,12.424872899893671,12.424872899893671,space,5.035233400063589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,17.47415479994379,space,2.253468899987638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_340.png,espejo,type,darkblue,filler,1,F,1,1,1,1,Extra1,0,None,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,19.821700799977407,20.912154899910092,20.912154899910092,20.912154899910092,20.912154899910092,20.912154899910092,20.912154899910092,20.912154899910092,20.912154899910092,"['e', 's', 'p', 'e', 'j', 'o']",0,"[1.1975755000021309, 1.3440787999425083, 1.4460128000937402, 1.5237493000458926, 1.6842168001458049, 1.8758597001433372]",espejo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h21.51.867.wav,23.93335449998267,24.433403099887073,None,,,,,,,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_391.png,cadena,speak,gold,filler,2,F,1,1,1,1,Extra2,0,None,2,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,24.433403099887073,25.558540999889374,25.558540999889374,25.558540999889374,25.558540999889374,25.558540999889374,25.558540999889374,25.558540999889374,25.558540999889374,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h21.56.518.wav,28.58679990004748,,None,28.58679990004748,28.58679990004748,28.58679990004748,28.58679990004748,28.58679990004748,28.58679990004748,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_178.png,puente,speak,gold,nontarget,2,NT,1,1,1,1,Stim1_Set1,1,repeat,3,2,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,29.08680749987252,30.19807510008104,30.19807510008104,30.19807510008104,30.19807510008104,30.19807510008104,30.19807510008104,30.19807510008104,30.19807510008104,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h22.01.157.wav,33.21926619997248,33.71934020007029,None,33.21926619997248,33.21926619997248,33.21926619997248,33.21926619997248,33.21926619997248,33.21926619997248,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_178.png,puente,speak,gold,repeat,2,T,1,1,1,1,Stim1_Set1,0,None,4,3,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,33.71934020007029,34.77504909993149,34.77504909993149,34.77504909993149,34.77504909993149,34.77504909993149,34.77504909993149,34.77504909993149,34.77504909993149,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h22.05.734.wav,37.796242699958384,38.29635940003209,None,37.796242699958384,37.796242699958384,37.796242699958384,37.796242699958384,37.796242699958384,37.796242699958384,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_319.png,vaca,type,darkblue,filler,1,F,1,1,1,1,Stim1_Set4,0,None,5,4,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,38.29635940003209,39.34516969998367,39.34516969998367,39.34516969998367,39.34516969998367,39.34516969998367,39.34516969998367,39.34516969998367,39.34516969998367,"['v', 'a', 'c', 'a']",0,"[1.1957188001833856, 1.288437700131908, 1.3824782001320273, 1.4572547001298517]",vaca,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h22.10.305.wav,42.36628820002079,42.86638899985701,None,42.36628820002079,42.36628820002079,42.36628820002079,42.36628820002079,42.36628820002079,42.36628820002079,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_381.png,fresa,speak,gold,nontarget,2,NT,1,1,1,1,Stim2_Set1,1,switch,6,5,6,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,42.86638899985701,43.922087099868804,43.922087099868804,43.922087099868804,43.922087099868804,43.922087099868804,43.922087099868804,43.922087099868804,43.922087099868804,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h22.14.881.wav,46.943271100055426,47.443362599937245,None,46.943271100055426,46.943271100055426,46.943271100055426,46.943271100055426,46.943271100055426,46.943271100055426,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_381.png,fresa,speak,gold,repeat,2,T,1,1,1,1,Stim2_Set1,0,None,7,6,7,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,47.443362599937245,48.54776269989088,48.54776269989088,48.54776269989088,48.54776269989088,48.54776269989088,48.54776269989088,48.54776269989088,48.54776269989088,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h22.19.506.wav,51.568895400036126,52.06894210004248,None,51.568895400036126,51.568895400036126,51.568895400036126,51.568895400036126,51.568895400036126,51.568895400036126,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
REPSWITCH1/PICTURE_719.png,baño,type,darkblue,filler,1,F,1,1,1,1,Stim2_Set4,1,switch,8,7,8,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,52.06894210004248,53.187185199931264,53.187185199931264,53.187185199931264,53.187185199931264,53.187185199931264,53.187185199931264,53.187185199931264,53.187185199931264,"['b', 'a', 'ñ', 'o']",0,"[0.9488587998785079, 1.0717582998331636, 1.4280276999343187, 1.5901885000057518]",baño,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/170101_REPSWITCH1_version1_list1_2023-11-30_09h21.36.102_micRespv1l1_recorded\recording_micRespv1l1_2023-11-30_09h22.24.147.wav,56.21536540007219,,None,56.21536540007219,56.21536540007219,56.21536540007219,56.21536540007219,56.21536540007219,56.21536540007219,,,,,,170101,001,2023-11-30_09h21.36.102,REPSWITCH1_version1_list1,2022.2.4,143.94578427597676,
