famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,imageFam.started,keyFam.started,textFam.started,textFam.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.446473599993624,14.443570399977034,14.943829999974696,14.943829999974696,space,3.6665072000178043,,,,,,,,,001,2023-05-26_11h25.20.814,REPSWITCH_1,2022.2.5,59.7374419950737,
,,,,,,,18.625846399983857,,,,,19.740678000001935,19.740678000001935,21.07430709997425,21.07430709997425,21.07430709997425,21.07430709997425,26.074379999976372,,,,,,,
