image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,textBlank500.started,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice_2.started,keyPractice_2.keys,keyPractice_2.corr,keyPractice_2.rt,subjResponse,micPractice_2.clip,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,micPractice_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,13.028386400081217,space,1.084996699821204,,,,,,,,,,,,,,,,,,,,,,,53,001,2023-07-03_15h24.08.262,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.00819708433641,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,yellow,0,0,0,0,,,,,,,,,,,,,,,,18.890911200083792,14.659635700052604,15.908717599930242,15.908717599930242,15.908717599930242,15.908717599930242,15.908717599930242,15.908717599930242,15.908717599930242,0.003997700056061149,"['s', 'i', 'r', 'e', 'n', 'a']",0,"[0.8664509998634458, 0.9708308998961002, 1.1012749997898936, 1.1795742998365313, 1.253737699938938, 1.395213299896568]",sirena,D:\GitHub\experiment1\data/53_REPSWITCH1_Practice_2_v2022.2.4_2023-07-03_15h24.08.262_micPractice_2_recorded\recording_micPractice_2_2023-07-03_15h24.19.224.wav,,,,,,,,53,001,2023-07-03_15h24.08.262,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.00819708433641,
,,,,,,,,,,,,,,,,,,,,,,,,19.375142799923196,20.525742700090632,20.525742700090632,20.525742700090632,20.525742700090632,20.525742700090632,20.525742700090632,20.525742700090632,0.002989900065585971,"['s', 'i', 'r', 'e', 'n', 'a']",0,"[0.36650400003418326, 0.4293795998673886, 0.68906160001643, 0.765469599980861, 0.8590960998553783, 0.9764539999887347]",sirena,,,,,,,,2.9999357000924647,,,,,,,
