trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,textWelcome.started,textBlank500.started,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.corr,subjResponse,micResp.clip,textPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,18.94069540000055,20.916964200005168,21.41769970000314,21.41769970000314,space,1.4543102999887196,,,,,,,,,,,,,,,,,,8,001,2023-06-20_19h34.42.986,REPSWITCH_1,2022.2.5,60.2677575923414,
,,,,,,,,,,,,,,28.013913100003265,,,,,23.814121200004593,23.814121200004593,25.248803200011025,25.248803200011025,25.248803200011025,25.248803200011025,25.248803200011025,25.248803200011025,25.248803200011025,0.075004500002251,2.2489701000013156,None,0,,D:\GitHub\experiment1\data/8_REPSWITCH_1_2023-06-20_19h34.42.986_micResp_recorded\recording_micResp_2023-06-20_19h35.01.422.wav,28.51640400000906,28.51640400000906,,,,,,,
