image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice2v2.started,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice2v2.clip,textBlankLoop.started,textBlankLoop.stopped,keyPractice_2.rt,textboxEndPractice_2.started,keyEndPractice_2.started,keyEndPractice_2.keys,keyEndPractice_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,9.127497999928892,space,3.589842400047928,,,,,,,,,,,,,,,,,,,,,,,,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,darkblue,0,0,0,0,,,,,,,,,,,,,,,,12.730364500079304,13.862425799947232,13.862425799947232,13.862425799947232,13.862425799947232,13.862425799947232,13.862425799947232,13.862425799947232,13.862425799947232,16.890640900004655,16.890640900004655,16.890640900004655,16.890640900004655,16.890640900004655,16.890640900004655,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h43.39.545.wav,16.890640900004655,17.390701099997386,,,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,gold,0,1,1,1,,,,,,,,,,,,,,,,17.390701099997386,18.529722800012678,18.529722800012678,18.529722800012678,18.529722800012678,18.529722800012678,18.529722800012678,18.529722800012678,18.529722800012678,21.557919200044125,21.557919200044125,21.557919200044125,21.557919200044125,21.557919200044125,21.557919200044125,"['s', 'i', 'r', 'e', 'n', 'a']",0,sirena,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h43.44.210.wav,21.557919200044125,,"[0.7386027001775801, 0.9419191000051796, 1.0356043002102524, 1.1989176000934094, 1.3153875002171844, 1.3980248000007123]",,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,darkblue,0,2,2,2,,,,,,,,,,,,,,,,22.05796950007789,23.127581699984148,23.127581699984148,23.127581699984148,23.127581699984148,23.127581699984148,23.127581699984148,23.127581699984148,23.127581699984148,26.155744099989533,26.155744099989533,26.155744099989533,26.155744099989533,26.155744099989533,26.155744099989533,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h43.48.807.wav,26.155744099989533,,,,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_733.png,gafas,TYPE,gold,0,3,3,3,,,,,,,,,,,,,,,,26.655811799922958,27.767073099967092,27.767073099967092,27.767073099967092,27.767073099967092,27.767073099967092,27.767073099967092,27.767073099967092,27.767073099967092,30.795282300096005,30.795282300096005,30.795282300096005,30.795282300096005,30.795282300096005,30.795282300096005,"['g', 'a', 'f', 'a', 's']",0,gafas,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h43.53.446.wav,30.795282300096005,,"[0.9891635999083519, 1.0590224999468774, 1.233605599962175, 1.322240399895236, 1.4199186000041664]",,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_614.png,reina,TYPE,gold,0,4,4,4,,,,,,,,,,,,,,,,31.295279700076208,32.37876809993759,32.37876809993759,32.37876809993759,32.37876809993759,32.37876809993759,32.37876809993759,32.37876809993759,32.37876809993759,35.4069258000236,35.4069258000236,35.4069258000236,35.4069258000236,35.4069258000236,35.4069258000236,"['r', 'e', 'i', 'a', 'n', 'backspace', 'backspace', 'n', 'a']",0,reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h43.58.059.wav,35.4069258000236,,"[0.8364984998479486, 0.9132212998811156, 1.1942873999942094, 1.3080247000325471, 1.3747318999376148, 2.062381299911067, 2.219093299936503, 2.79558669985272, 2.8304210000205785]",,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_612.png,rana,TYPE,gold,0,5,5,5,,,,,,,,,,,,,,,,35.90709839994088,37.02523049991578,37.02523049991578,37.02523049991578,37.02523049991578,37.02523049991578,37.02523049991578,37.02523049991578,37.02523049991578,40.04646750004031,40.04646750004031,40.04646750004031,40.04646750004031,40.04646750004031,40.04646750004031,"['r', 'a', 'n', 'a']",0,rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h44.02.705.wav,40.04646750004031,40.5465035000816,"[0.8636960000731051, 0.9403770000208169, 1.1377219001296908, 1.2166775001678616]",,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,darkblue,0,6,6,6,,,,,,,,,,,,,,,,40.5465035000816,41.616114699980244,41.616114699980244,41.616114699980244,41.616114699980244,41.616114699980244,41.616114699980244,41.616114699980244,41.616114699980244,44.64430300006643,44.64430300006643,44.64430300006643,44.64430300006643,44.64430300006643,44.64430300006643,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h44.07.296.wav,44.64430300006643,,,,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_570.png,toro,TYPE,gold,0,7,7,7,,,,,,,,,,,,,,,,45.14433680009097,46.366788000101224,46.366788000101224,46.366788000101224,46.366788000101224,46.366788000101224,46.366788000101224,46.366788000101224,46.366788000101224,49.38794970000163,49.38794970000163,49.38794970000163,49.38794970000163,49.38794970000163,49.38794970000163,"['t', 'o', 'r', 'o']",0,toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h44.12.046.wav,49.38794970000163,49.88801379990764,"[0.8606692000757903, 0.9633244001306593, 1.0533066999632865, 1.176054900046438]",,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
REPSWITCH1_Practice/PICTURE_110.png,mesa,SPEAK,darkblue,0,8,8,8,,,,,,,,,,,,,,,,49.88801379990764,50.936824599979445,50.936824599979445,50.936824599979445,50.936824599979445,50.936824599979445,50.936824599979445,50.936824599979445,50.936824599979445,53.95799449994229,53.95799449994229,53.95799449994229,53.95799449994229,53.95799449994229,53.95799449994229,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/100201_REPSWITCH1_Practice2_version2_2023-11-23_12h43.29.956_micPractice2v2_recorded\recording_micPractice2v2_2023-11-23_12h44.16.616.wav,53.95799449994229,54.458041900070384,,,,,,100201,001,2023-11-23_12h43.29.956,REPSWITCH1_Practice2_version2,2022.2.4,143.96588577165568,
