image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,textBlank500.started,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice_2.started,keyPractice_2.keys,keyPractice_2.corr,keyPractice_2.rt,subjResponse,micPractice_2.clip,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,micPractice_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,16.73653810005635,space,1.4018304999917746,,,,,,,,,,,,,,,,,,,,,,,53,001,2023-07-03_15h25.07.552,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.05486615198103,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,yellow,0,0,0,0,,,,,,,,,,,,,,,,22.86521889991127,18.682564599905163,19.88380469987169,19.88380469987169,19.88380469987169,19.88380469987169,19.88380469987169,19.88380469987169,19.88380469987169,0.003964100033044815,"['s', 'i', 'r', 'e', 'n', 'a']",0,"[1.1859264001250267, 1.2936305000912398, 1.443863800028339, 1.5234285001643002, 1.617878400022164, 1.7240184000693262]",sirena,D:\GitHub\experiment1\data/53_REPSWITCH1_Practice_2_v2022.2.4_2023-07-03_15h25.07.552_micPractice_2_recorded\recording_micPractice_2_2023-07-03_15h25.18.887.wav,,,,,,,,53,001,2023-07-03_15h25.07.552,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.05486615198103,
,,,,,,,,,,,,,,,,,,,,,,,,23.349731900030747,24.617143099894747,24.617143099894747,24.617143099894747,24.617143099894747,24.617143099894747,24.617143099894747,24.617143099894747,0.003285699989646673,"['a', 'i', 'r', 'e', 'n', 'a']",0,"[0.4778539000544697, 0.7480838999617845, 0.8565551000647247, 0.9351056001614779, 1.0121472000610083, 1.1384548000060022]",airena,,,,,,,,2.9994073999114335,,,,,,,
