trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygon.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,109.04565339998226,110.98722519999137,111.50981939997291,111.50981939997291,space,8.300597199995536,,,,,,,,,,,,,,,,001,2023-05-18_10h32.38.938,REPSWITCH_1,2022.2.5,59.975086344451185,
,,,,,,,,,,,,,125.05033869997715,,,,,120.81753359999857,120.81753359999857,122.08552049999707,122.08552049999707,122.08552049999707,122.08552049999707,122.08552049999707,122.08552049999707,122.08552049999707,0.08133620000444353,2.149755599995842,None,,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-18_10h32.38.938_micResp_recorded\recording_micResp_2023-05-18_10h33.24.760.wav,,,,,,,
