image,correctAns,respModal,frameColor,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice1v1.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice1v1.clip,textBlankLoop.started,textBlankLoop.stopped,polygonCol.stopped,polygonWh.stopped,textCue.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,textboxEndPracrice.started,keyEndPractice.started,keyEndPractice.keys,keyEndPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,7.275026599992998,space,5.202717699983623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
,,,,,,,,,,,,,,,,,,,,,12.50122979999287,12.50122979999287,space,1.1916974000050686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
,,,,,,,,,,,,,,,,,,,,,,,,,13.702178000006825,13.702178000006825,space,1.5908128999872133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,15.321017399983248,space,1.6203861999965739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
REPSWITCH1_Practice/PICTURE_612.png,rana,TECLEA,darkblue,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.959999099984998,18.036796700005652,18.036796700005652,18.036796700005652,18.036796700005652,18.036796700005652,18.036796700005652,18.036796700005652,18.036796700005652,18.036796700005652,"['r', 'a', 'n', 'a']",0,"[0.9365517999976873, 1.0005326000100467, 1.1285613999934867, 1.2245737999910489]",rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_Practice1_version1_2023-09-21_11h36.05.345_micPractice1v1_recorded\recording_micPractice1v1_2023-09-21_11h36.20.997.wav,21.056888499995694,21.557138400006806,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
REPSWITCH1_Practice/PICTURE_599.png,nube,HABLA,gold,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.557138400006806,22.661250700009987,22.661250700009987,22.661250700009987,22.661250700009987,22.661250700009987,22.661250700009987,22.661250700009987,22.661250700009987,22.661250700009987,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_Practice1_version1_2023-09-21_11h36.05.345_micPractice1v1_recorded\recording_micPractice1v1_2023-09-21_11h36.25.622.wav,25.68269849999342,26.18323200001032,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,darkblue,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18323200001032,27.20447699999204,27.20447699999204,27.20447699999204,27.20447699999204,27.20447699999204,27.20447699999204,27.20447699999204,27.20447699999204,27.20447699999204,"['t', 'o', 'r', 'o']",0,"[0.808955699991202, 0.937009199988097, 1.2726794999907725, 1.5933903999975882]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_Practice1_version1_2023-09-21_11h36.05.345_micPractice1v1_recorded\recording_micPractice1v1_2023-09-21_11h36.30.174.wav,30.239530699996976,,30.239530699996976,30.239530699996976,30.239530699996976,30.239530699996976,30.239530699996976,30.239530699996976,30.239530699996976,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,darkblue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.739789399987785,31.781831300002523,31.781831300002523,31.781831300002523,31.781831300002523,31.781831300002523,31.781831300002523,31.781831300002523,31.781831300002523,31.781831300002523,"['t', 'o', 'r', 'o']",0,"[0.808042300021043, 0.9677326000237372, 1.0797173000173643, 1.1757231000228785]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_Practice1_version1_2023-09-21_11h36.05.345_micPractice1v1_recorded\recording_micPractice1v1_2023-09-21_11h36.34.749.wav,34.80824700000812,35.30879010001081,,,,,,,,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
REPSWITCH1_Practice/PICTURE_733.png,gafas,HABLA,gold,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.30879010001081,36.4264911999926,36.4264911999926,36.4264911999926,36.4264911999926,36.4264911999926,36.4264911999926,36.4264911999926,36.4264911999926,36.4264911999926,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_Practice1_version1_2023-09-21_11h36.05.345_micPractice1v1_recorded\recording_micPractice1v1_2023-09-21_11h36.39.392.wav,39.45590999998967,,39.45590999998967,39.45590999998967,39.45590999998967,39.45590999998967,39.45590999998967,39.45590999998967,39.45590999998967,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
REPSWITCH1_Practice/PICTURE_614.png,reina,TECLEA,darkblue,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.956168800010346,41.08131599999615,41.08131599999615,41.08131599999615,41.08131599999615,41.08131599999615,41.08131599999615,41.08131599999615,41.08131599999615,41.08131599999615,"['r', 'e', 'i', 'n', 'a']",0,"[0.7087726999889128, 0.8041680999740493, 0.8835862999840174, 1.0595527999976184, 1.171605899988208]",reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_Practice1_version1_2023-09-21_11h36.05.345_micPractice1v1_recorded\recording_micPractice1v1_2023-09-21_11h36.44.050.wav,44.10808099998394,44.60892060000333,44.10808099998394,44.10808099998394,44.10808099998394,44.10808099998394,44.10808099998394,44.10808099998394,44.10808099998394,,,,,2109,001,2023-09-21_11h36.05.345,REPSWITCH1_Practice1_version1,2022.2.4,143.6591714891737,
