image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,textCue.started,polygonWh.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,micPractice.stopped,keyPractice.keys,keyPractice.corr,subjResponse,micPractice.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,15.165112800001225,17.15477699999974,17.65484700000161,17.65484700000161,space,0.6739046000002418,,,,,,,,,,,,,,,,,4,001,2023-06-19_14h05.56.365,REPSWITCH_1_Practice,2022.2.5,60.01867781239526,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,REPSWITCH1_Practice/lips.png,nontarget,2,NT,0,0,0,0,,23.182225799999287,,,,,18.934321100001398,18.934321100001398,20.251740299998346,20.251740299998346,20.251740299998346,20.251740299998346,20.251740299998346,20.251740299998346,20.251740299998346,20.251740299998346,0.0311920000021928,2.19942760000049,None,0,,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_14h05.56.365_micPractice_recorded\recording_micPractice_2023-06-19_14h06.10.887.wav,4,001,2023-06-19_14h05.56.365,REPSWITCH_1_Practice,2022.2.5,60.01867781239526,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,REPSWITCH1_Practice/lips.png,repeat,2,T,0,1,1,1,,27.81573280000157,,,,,,23.568284199998743,24.767685099999653,24.767685099999653,24.767685099999653,24.767685099999653,24.767685099999653,24.767685099999653,24.767685099999653,24.767685099999653,0.01347650000025169,2.0333863999985624,None,0,,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_14h05.56.365_micPractice_recorded\recording_micPractice_2023-06-19_14h06.15.582.wav,4,001,2023-06-19_14h05.56.365,REPSWITCH_1_Practice,2022.2.5,60.01867781239526,
REPSWITCH1_Practice/PICTURE_599.png,nube,type,blue,REPSWITCH1_Practice/keyboard.png,filler,1,F,0,2,2,2,,32.54807570000048,,,,,,28.334889000001567,29.533477900000435,29.533477900000435,29.533477900000435,29.533477900000435,29.533477900000435,29.533477900000435,29.533477900000435,29.533477900000435,0.022158600000693696,2.0328985000014654,None,0,,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_14h05.56.365_micPractice_recorded\recording_micPractice_2023-06-19_14h06.20.332.wav,4,001,2023-06-19_14h05.56.365,REPSWITCH_1_Practice,2022.2.5,60.01867781239526,
,,,,,,,,,,,,,,,,,,,33.01641050000035,,,,,,,,,,,,,,,,,,,,,
