trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonType.started,polygonColour.started,polygonWhite.started,imageObject.started,textInput.started,keyResp.started,micResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,27.628288300009444,29.62595849999343,30.12594190001255,30.12594190001255,space,0.7907437999965623,,,,,,,,,,,,001,2023-05-18_11h09.45.444,REPSWITCH_1,2022.2.5,60.00592858548096,
,,,,,,,,,,,,,30.941861200000858,,,,,31.65683560000616,31.65683560000616,32.858966300002066,32.858966300002066,32.858966300002066,32.858966300002066,32.858966300002066,32.858966300002066,32.858966300002066,0.02466409999760799,,,,,,,
