image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textInstrPractice_2.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice_2.started,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice_2.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,28.698824899969622,28.698824899969622,space,1.1771502000046894,,,,,,,,,,,,,,,,24,001,2023-06-27_14h50.25.584,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.264379812805096,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,yellow,0,0,0,0,,,,,34.88795220002066,30.538625100045465,30.538625100045465,32.15611820004415,32.15611820004415,32.15611820004415,32.15611820004415,32.15611820004415,32.15611820004415,32.15611820004415,0.1555320000043139,None,0,,D:\GitHub\experiment1\data/24_REPSWITCH1_Practice_2_v2022.2.4_2023-06-27_14h50.25.584_micPractice_2_recorded\recording_micPractice_2_2023-06-27_14h50.44.475.wav,24,001,2023-06-27_14h50.25.584,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.264379812805096,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,indigo,0,1,1,1,,,,,36.82066460000351,37.322586200083606,35.338926600059494,36.40557310008444,36.40557310008444,36.40557310008444,36.40557310008444,36.40557310008444,36.40557310008444,36.40557310008444,0.009982100105844438,None,0,s,D:\GitHub\experiment1\data/24_REPSWITCH1_Practice_2_v2022.2.4_2023-06-27_14h50.25.584_micPractice_2_recorded\recording_micPractice_2_2023-06-27_14h50.46.432.wav,24,001,2023-06-27_14h50.25.584,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.264379812805096,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,yellow,0,2,2,2,,,,,39.40313700004481,,37.322586200083606,38.521507899975404,38.521507899975404,38.521507899975404,38.521507899975404,38.521507899975404,38.521507899975404,38.521507899975404,0.12808100006077439,None,0,n,D:\GitHub\experiment1\data/24_REPSWITCH1_Practice_2_v2022.2.4_2023-06-27_14h50.25.584_micPractice_2_recorded\recording_micPractice_2_2023-06-27_14h50.48.998.wav,24,001,2023-06-27_14h50.25.584,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.264379812805096,
,,,,,,,,,,,,,,39.90455069998279,,,,,,,,,,,,,,,,,,,
