image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,textBlank500.started,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv2l2.started,keyResp.keys,keyResp.corr,subjResponse,micRespv2l2.clip,textBlankLoop.started,keyPause.keys,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,keyResp.rt,textBlankLoop.stopped,textboxPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
REPSWITCH1/PICTURE_169.png,espalda,speak,darkblue,filler,2,F,2,3,2,2,Stim8_Set1,1,repeat,36,35,36,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,173.4117210999998,174.5280419999999,174.5280419999999,174.5280419999999,174.5280419999999,174.5280419999999,174.5280419999999,174.5280419999999,0.0012574999996104452,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.10.038.wav,177.56338689999984,None,177.56338689999984,177.56338689999984,177.56338689999984,177.56338689999984,177.56338689999984,177.56338689999984,,,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_30.png,granja,speak,darkblue,nontarget,2,NT,2,3,2,2,Stim5_Set2,1,repeat,37,36,37,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,178.0630142,179.0738068999999,179.0738068999999,179.0738068999999,179.0738068999999,179.0738068999999,179.0738068999999,179.0738068999999,0.0020883000001958862,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.14.575.wav,182.0980113999999,None,182.0980113999999,182.0980113999999,182.0980113999999,182.0980113999999,182.0980113999999,182.0980113999999,,182.5976753,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_30.png,granja,type,gold,switch,1,T,2,3,2,2,Stim5_Set2,0,None,38,37,38,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,182.5976753,183.70658439999988,183.70658439999988,183.70658439999988,183.70658439999988,183.70658439999988,183.70658439999988,183.70658439999988,0.0020481999999901745,"['g', 'r', 'a', 'n', 'j', 'a']",0,granja,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.19.201.wav,186.72414309999976,None,,,,,,,"[0.7345902000001843, 0.8145816999999624, 1.1666505000002871, 1.3910624000000098, 1.5031017000001157, 1.6309509000002436]",187.22398729999986,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_128.png,muñeca,type,gold,filler,1,F,2,3,2,2,Stim4_Set1,1,repeat,39,38,39,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,187.22398729999986,188.30141729999968,188.30141729999968,188.30141729999968,188.30141729999968,188.30141729999968,188.30141729999968,188.30141729999968,0.0014355000002979068,"['m', 'u', 'ñ', 'e', 'c', 'a']",0,muñeca,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.23.802.wav,191.32546079999975,None,191.32546079999975,191.32546079999975,191.32546079999975,191.32546079999975,191.32546079999975,191.32546079999975,"[0.9235908000000563, 1.1321272000000135, 1.6437779000002593, 1.7877751999999418, 2.124037800000224, 2.348149299999932]",191.82527879999998,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_199.png,falda,type,gold,nontarget,1,NT,2,3,2,2,Stim8_Set2,0,None,40,39,40,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,191.82527879999998,192.89159429999972,192.89159429999972,192.89159429999972,192.89159429999972,192.89159429999972,192.89159429999972,192.89159429999972,0.001461700000163546,"['f', 'a', 'l', 'd', 'a']",0,falda,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.28.392.wav,195.91566809999995,None,195.91566809999995,195.91566809999995,195.91566809999995,195.91566809999995,195.91566809999995,195.91566809999995,"[0.893547099999978, 0.9576539999998204, 1.0859246999998504, 1.2458738000000267, 1.293944499999725]",196.41549729999997,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_199.png,falda,speak,darkblue,switch,2,T,2,3,2,2,Stim8_Set2,0,None,41,40,41,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,196.41549729999997,197.4318327000001,197.4318327000001,197.4318327000001,197.4318327000001,197.4318327000001,197.4318327000001,197.4318327000001,0.0014417000002140412,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.32.932.wav,200.45610239999996,None,200.45610239999996,200.45610239999996,200.45610239999996,200.45610239999996,200.45610239999996,200.45610239999996,,,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_152.png,caracol,speak,darkblue,nontarget,2,NT,2,3,2,2,Stim2_Set2,1,switch,42,41,42,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,200.95905219999986,201.99982120000004,201.99982120000004,201.99982120000004,201.99982120000004,201.99982120000004,201.99982120000004,201.99982120000004,0.0015371999998023966,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.37.501.wav,205.02394939999976,None,205.02394939999976,205.02394939999976,205.02394939999976,205.02394939999976,205.02394939999976,205.02394939999976,,,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_152.png,caracol,speak,darkblue,repeat,2,T,2,3,2,2,Stim2_Set2,0,None,43,42,43,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,205.52371249999987,206.61501169999974,206.61501169999974,206.61501169999974,206.61501169999974,206.61501169999974,206.61501169999974,206.61501169999974,0.0015769000001455424,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.42.115.wav,209.63906769999994,None,209.63906769999994,209.63906769999994,209.63906769999994,209.63906769999994,209.63906769999994,209.63906769999994,,210.13890409999976,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_381.png,fresa,type,gold,filler,1,F,2,3,2,2,Stim2_Set1,0,None,44,43,44,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,210.13890409999976,211.15802349999967,211.15802349999967,211.15802349999967,211.15802349999967,211.15802349999967,211.15802349999967,211.15802349999967,0.00158659999988231,"['f', 'r', 'e', 's', 'a']",0,fresa,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.46.669.wav,214.19661629999973,None,214.19661629999973,214.19661629999973,214.19661629999973,214.19661629999973,214.19661629999973,214.19661629999973,"[0.9630342999998902, 1.1566146999998637, 1.2672108000001572, 1.524020500000006, 1.6829886999998962]",,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_175.png,pintor,speak,darkblue,nontarget,2,NT,2,3,2,2,Stim1_Set2,1,switch,45,44,45,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,214.69578180000008,215.75655310000002,215.75655310000002,215.75655310000002,215.75655310000002,215.75655310000002,215.75655310000002,215.75655310000002,0.0015375000002677552,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.51.257.wav,218.78062499999987,None,218.78062499999987,218.78062499999987,218.78062499999987,218.78062499999987,218.78062499999987,218.78062499999987,,219.28043489999982,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_175.png,pintor,speak,darkblue,repeat,2,T,2,3,2,2,Stim1_Set2,0,None,46,45,46,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,219.28043489999982,220.29399829999966,220.29399829999966,220.29399829999966,220.29399829999966,220.29399829999966,220.29399829999966,220.29399829999966,0.0015261000003192748,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h45.55.794.wav,223.3182237000001,None,223.3182237000001,223.3182237000001,223.3182237000001,223.3182237000001,223.3182237000001,223.3182237000001,,223.81786220000004,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_178.png,puente,type,gold,filler,1,F,2,3,2,2,Stim1_Set1,0,None,47,46,47,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,223.81786220000004,224.84849989999975,224.84849989999975,224.84849989999975,224.84849989999975,224.84849989999975,224.84849989999975,224.84849989999975,0.0013930999998592597,"['p', 'u', 'e', 'n', 't', 'e']",0,puente,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h46.00.346.wav,227.86934500000007,None,,,,,,,"[0.7768228999998428, 1.0655431000000135, 1.1605069000002004, 1.3365527000000839, 1.4808066999999028, 1.528805899999952]",228.3692043000001,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_19.png,pavo,speak,darkblue,filler,2,F,2,3,2,2,Stim5_Set1,0,None,48,47,48,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,228.3692043000001,229.48620699999992,229.48620699999992,229.48620699999992,229.48620699999992,229.48620699999992,229.48620699999992,229.48620699999992,0.0017096999999921536,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h46.04.981.wav,232.50386449999996,None,,,,,,,,233.00650079999969,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_264.png,mano,speak,darkblue,nontarget,2,NT,2,3,2,2,Stim3_Set2,1,repeat,49,48,49,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,233.00650079999969,234.06185770000002,234.06185770000002,234.06185770000002,234.06185770000002,234.06185770000002,234.06185770000002,234.06185770000002,0.0014974000000620435,None,0,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h46.09.571.wav,237.09765049999987,None,237.09765049999987,237.09765049999987,237.09765049999987,237.09765049999987,237.09765049999987,237.09765049999987,,,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
REPSWITCH1/PICTURE_264.png,mano,type,gold,switch,1,T,2,3,2,2,Stim3_Set2,0,None,50,49,50,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,237.59684759999982,238.65206739999985,238.65206739999985,238.65206739999985,238.65206739999985,238.65206739999985,238.65206739999985,238.65206739999985,0.00147530000003826,"['m', 'a', 'n', 'o']",0,mano,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h46.14.152.wav,241.67628479999985,None,241.67628479999985,241.67628479999985,241.67628479999985,241.67628479999985,241.67628479999985,241.67628479999985,"[1.2449302999998508, 1.325110499999937, 1.469075900000007, 2.1415829000002304]",,,,818706,001,2023-09-15_12h42.15.779,REPSWITCH1_version2_list2,2022.2.4,359.99971200065676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.17591689999972,243.2588992000001,243.2588992000001,243.2588992000001,243.2588992000001,243.2588992000001,243.2588992000001,243.2588992000001,0.0014326000000437489,"['c', 'e', 'r', 'd', 'o']",0,cerdo,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/818706_REPSWITCH1_version2_list2_2023-09-15_12h42.15.779_micRespv2l2_recorded\recording_micRespv2l2_2023-09-15_12h46.18.759.wav,246.28294359999973,,246.28294359999973,246.28294359999973,246.28294359999973,246.28294359999973,246.28294359999973,246.28294359999973,"[1.0708080999997946, 1.2945189000001847, 1.4060688999998092, 1.6300814999999602, 1.7422845000000962]",246.78264760000002,246.78264760000002,246.78264760000002,,,,,,,
