image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,stimulus,order,psychopy_order,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstrMain1.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textInstrMain2.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,keyResp.keys,keyResp.corr,keyResp.rt,subjResponse,keyPause.keys,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,micResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REPSWITCH1/PICTURE_142.png,vaso,type,darkblue,repeat,1,T,1,Stim7_Set1,19,18,0,18,18,18,,104.60177919990383,,,,,,,,,,100.42092760000378,101.58841339987703,101.58841339987703,101.58841339987703,101.58841339987703,101.58841339987703,101.58841339987703,101.58841339987703,0.0023250000085681677,"['v', 'a', 's', 'o']",0,"[0.7040250001009554, 0.8000887001398951, 0.9388849001843482, 1.0553539001848549]",vaso,None,104.60177919990383,104.60177919990383,104.60177919990383,104.60177919990383,104.60177919990383,104.60177919990383,2.9999607999343425,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_338.png,regalo,speak,yellow,filler,2,F,1,Stim6_Set4,20,19,0,19,19,19,,109.20191029994749,,,,,,,,,,105.10330899991095,106.28603799990378,106.28603799990378,106.28603799990378,106.28603799990378,106.28603799990378,106.28603799990378,106.28603799990378,0.10118229989893734,"['r', 'e', 'g', 'a', 'l', 'o']",0,"[0.729554400080815, 0.8085691002197564, 0.9650966001208872, 1.068994700210169, 1.1899557001888752, 1.8070022000465542]",regalo,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_169.png,espalda,type,darkblue,nontarget,1,NT,1,Stim8_Set1,21,20,0,20,20,20,,113.91765469987877,,,,,,,,,,109.70206919987686,111.01830029999837,111.01830029999837,111.01830029999837,111.01830029999837,111.01830029999837,111.01830029999837,111.01830029999837,0.10658979997970164,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0,"[1.2999150999821723, 1.4780252000782639, 1.5672955999616534, 1.719820800004527, 1.9135237000882626, 2.178867799928412, 2.2547544999979436]",espalda,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_169.png,espalda,speak,yellow,switch,2,T,1,Stim8_Set1,22,21,0,21,21,21,,118.59997870004736,,,,,,,,,,114.417495300062,115.60034570004791,115.60034570004791,115.60034570004791,115.60034570004791,115.60034570004791,115.60034570004791,115.60034570004791,0.002479099901393056,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0,"[0.8539083001669496, 1.0650665001012385, 1.1863067001104355, 1.3176512001082301, 1.4693786001298577, 1.60528130014427, 1.6817638000939041]",espalda,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_48.png,bombero,type,darkblue,filler,1,F,1,Stim7_Set4,23,22,0,22,22,22,,123.21542340004817,,,,,,,,,,119.09990939986892,120.31558539997786,120.31558539997786,120.31558539997786,120.31558539997786,120.31558539997786,120.31558539997786,120.31558539997786,0.11015429999679327,"['b', 'o', 'm', 'b', 'e', 'r', 'o']",0,"[2.0397499001119286, 2.2245432001072913, 2.4411633000709116, 2.570873500080779, 2.6283344000112265, 2.7685327001381665, 2.840480500133708]",bombero,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_728.png,pulpo,type,darkblue,filler,1,F,1,Stim8_Set4,24,23,0,23,23,23,,128.03114610002376,,,,,,,,,,123.71546079986729,125.13141439994797,125.13141439994797,125.13141439994797,125.13141439994797,125.13141439994797,125.13141439994797,125.13141439994797,0.10317900008521974,"['p', 'u', 'l', 'p', 'o']",0,"[0.8179510999470949, 1.1093934001401067, 1.4487354001030326, 1.601124299922958, 1.7137659001164138]",pulpo,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_178.png,puente,speak,yellow,filler,2,F,2,Stim1_Set1,25,24,0,24,24,24,,132.6633307999,,,,,,,,,133.16311599989422,128.53091069986112,129.68041080003604,129.68041080003604,129.68041080003604,129.68041080003604,129.68041080003604,129.68041080003604,129.68041080003604,0.002466899808496237,"['p', 'u', 'e', 'n', 't', 'e']",0,"[0.7431885001715273, 0.9844965001102537, 1.124636100139469, 1.2080188002437353, 1.3229002002626657, 1.4107655002735555]",puente,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_175.png,pintor,type,darkblue,nontarget,1,NT,2,Stim1_Set2,26,25,0,25,25,25,,137.27883860003203,,,,,,,,,137.77864859998226,133.16311599989422,134.39564209990203,134.39564209990203,134.39564209990203,134.39564209990203,134.39564209990203,134.39564209990203,134.39564209990203,0.11673010000959039,"['p', 'i', 'n', 't', 'o', 'r']",0,"[0.7571844002231956, 0.9285785001702607, 1.1173319001682103, 1.250063800252974, 1.343355700140819, 1.4863384002819657]",pintor,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_175.png,pintor,type,darkblue,repeat,1,T,2,Stim1_Set2,27,26,0,26,26,26,,141.96107059996575,,,,,,,,,,137.77864859998226,138.96145850000903,138.96145850000903,138.96145850000903,138.96145850000903,138.96145850000903,138.96145850000903,138.96145850000903,0.0025424000341445208,"['p', 'i', 'n', 't']",0,"[2.1586235002614558, 2.339794200146571, 2.556137900101021, 2.81841710023582]",pint,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_142.png,vaso,speak,yellow,filler,2,F,2,Stim2_Set1,28,27,0,27,27,27,,146.52519379998557,,,,,,,,,,142.4606758998707,143.5118102999404,143.5118102999404,143.5118102999404,143.5118102999404,143.5118102999404,143.5118102999404,143.5118102999404,0.0022280998528003693,"['v', 'a', 's', 'o']",0,"[0.8027260003145784, 0.8761264001950622, 1.0140994002576917, 1.0855869001243263]",vaso,None,146.52519379998557,146.52519379998557,146.52519379998557,146.52519379998557,146.52519379998557,146.52519379998557,2.999872399959713,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_152.png,caracol,type,darkblue,nontarget,1,NT,2,Stim2_Set2,29,28,0,28,28,28,,151.10868839989416,,,,,,,,,,147.0264800998848,148.2092233998701,148.2092233998701,148.2092233998701,148.2092233998701,148.2092233998701,148.2092233998701,148.2092233998701,0.10975049994885921,"['c', 'a', 'r', 'a', 'c', 'o', 'l']",0,"[1.1129761000629514, 1.1764804001431912, 1.3361442000605166, 1.4188042001333088, 1.5597919002175331, 1.6459655000362545, 2.0885836000088602]",caracol,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_152.png,caracol,type,darkblue,repeat,1,T,2,Stim2_Set2,30,29,0,29,29,29,,155.87440639990382,,,,,,,,,156.37402680004016,151.60895669995807,152.89112009992823,152.89112009992823,152.89112009992823,152.89112009992823,152.89112009992823,152.89112009992823,152.89112009992823,0.0028728998731821775,"['c', 'a', 'r', 'a', 'c', 'o', 'l']",0,"[0.6772893001325428, 0.7442457000724971, 0.8944866999518126, 0.9805592000484467, 1.1308615999296308, 1.2166001999285072, 1.4164722999557853]",caracol,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_264.png,mano,type,darkblue,nontarget,1,NT,2,Stim3_Set2,31,30,0,30,30,30,,160.47294069989584,,,,,,,,,,156.37402680004016,157.49014799995348,157.49014799995348,157.49014799995348,157.49014799995348,157.49014799995348,157.49014799995348,157.49014799995348,0.016335699940100312,"['m', 'a', 'n', 'o']",0,"[0.8653349000960588, 0.9556911000981927, 1.0676120000425726, 1.192578400252387]",mano,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
REPSWITCH1/PICTURE_264.png,mano,speak,yellow,switch,2,T,2,Stim3_Set2,32,31,0,31,31,31,,165.18839380005375,,,,,,,,,,160.97286259988323,162.18924889992923,162.18924889992923,162.18924889992923,162.18924889992923,162.18924889992923,162.18924889992923,162.18924889992923,0.00256729987449944,"['m', 'a', 'n', 'o']",0,"[0.7884409001562744, 0.9280051002278924, 1.0217554001137614, 1.1349543002434075]",mano,None,,,,,,,,55,001,2023-07-03_15h32.06.076,REPSWITCH1_v2022.2.4,2022.2.4,60.00445235029576,
,,,,,,,,,,,,,,,,,,,,,,,,,,165.68862709985115,,,,,,,,,,,,,,,,,,,,,,,,,,,
