image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,textCue.started,polygonCol.started,polygonWh.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,micPractice.stopped,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,78.09523759999865,80.08023129999856,80.58059080000021,80.58059080000021,space,2.205828800000745,,,,,,,,,,,,,,,,,,4,001,2023-06-19_13h55.06.000,REPSWITCH_1_Practice,2022.2.5,59.986059240176026,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,REPSWITCH1_Practice/lips.png,nontarget,2,NT,0,0,0,0,,87.99454139999943,,,,,83.74476659999709,83.74476659999709,85.22874409999713,85.22874409999713,85.22874409999713,85.22874409999713,85.22874409999713,85.22874409999713,85.22874409999713,85.22874409999713,0.0802825999999186,2.2658697000006214,"['f', 'r', 'o', 'g']",0,"[1.6359968000033405, 1.7333461000016541, 1.8485323000022618, 2.013622000002215]",frog,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_13h55.06.000_micPractice_recorded\recording_micPractice_2023-06-19_13h55.31.108.wav,4,001,2023-06-19_13h55.06.000,REPSWITCH_1_Practice,2022.2.5,59.986059240176026,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,REPSWITCH1_Practice/lips.png,repeat,2,T,0,1,1,1,,92.70979769999758,,,,,,88.47889579999901,89.71178469999722,89.71178469999722,89.71178469999722,89.71178469999722,89.71178469999722,89.71178469999722,89.71178469999722,89.71178469999722,0.01525229999970179,2.0318413999993936,"['f', 'r', 'o', 'g']",0,"[0.9065455000018119, 0.9882691000020714, 1.10545540000021, 1.2985248000004503]",frog,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_13h55.06.000_micPractice_recorded\recording_micPractice_2023-06-19_13h55.35.821.wav,4,001,2023-06-19_13h55.06.000,REPSWITCH_1_Practice,2022.2.5,59.986059240176026,
