trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,micPractice.stopped,keyPractice.keys,keyPractice.corr,subjResponse,micPractice.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,20.37153980000221,22.365928999999596,22.86729159999959,22.86729159999959,space,26.692212699996162,,,,,,,,,,,,,,,,,4,001,2023-06-19_14h23.10.406,REPSWITCH_1_Practice,2022.2.5,59.69297515043332,
,,,,,,,,,,,,,54.43875130000015,,,,,50.13979810000092,50.13979810000092,51.59051250000266,51.59051250000266,51.59051250000266,51.59051250000266,51.59051250000266,51.59051250000266,51.59051250000266,51.59051250000266,0.028800699998100754,2.180688399999781,None,0,,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_14h23.10.406_micPractice_recorded\recording_micPractice_2023-06-19_14h23.51.812.wav,,,,,,,
