31.1763 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BF2DF1AB20>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BF2E1FE4F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
31.1764 	EXP 	window1: mouseVisible = True
31.1764 	EXP 	window1: mouseVisible = False
31.1764 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
31.1765 	EXP 	window1: recordFrameIntervals = False
31.2456 	EXP 	window1: recordFrameIntervals = True
31.3220 	EXP 	Screen (0) actual frame rate measured at 143.96Hz
31.3220 	EXP 	window1: recordFrameIntervals = False
32.7420 	EXP 	Created textWelcomeFam = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textWelcomeFam', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Bienvenido/a al experimento!', units='height', win=Window(...), wrapWidth=1)
32.7859 	EXP 	Created fixationITI = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixationITI', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
32.7865 	EXP 	Created polygonWhiteFam = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygonWhiteFam', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...))
32.7895 	EXP 	Created imageFam = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imageFam', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
32.7899 	EXP 	Created textFam = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textFam', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
32.8365 	EXP 	Created textBlankLoop = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textBlankLoop', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
32.8580 	EXP 	textboxInstrFam: autoLog = True
32.8580 	EXP 	textboxEndFam: autoLog = True
32.8580 	EXP 	textWelcomeFam: autoDraw = True
34.8571 	EXP 	textWelcomeFam: autoDraw = False
34.8571 	EXP 	textboxInstrFam: autoDraw = True
45.1014 	EXP 	Imported repswitch_fam.xlsx as conditions, 45 conditions, 2 params
45.1019 	EXP 	Created sequence: random, trialTypes=45, nReps=1, seed=None
45.1021 	EXP 	New trial (rep=0, index=0): {'image': 'REPSWITCH1_Fam/PICTURE_30.png', 'correctAns': 'granja'}
45.1028 	DATA 	Keypress: space
45.1085 	EXP 	textboxInstrFam: autoDraw = False
45.1085 	EXP 	fixationITI: autoDraw = True
46.2476 	EXP 	fixationITI: autoDraw = False
46.2476 	EXP 	fixationITI: autoDraw = False
46.2476 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_30.png'
46.2476 	EXP 	polygonWhiteFam: autoDraw = True
46.2476 	EXP 	imageFam: autoDraw = True
49.7341 	EXP 	textFam: autoDraw = True
52.2344 	EXP 	textFam: autoDraw = False
52.2761 	EXP 	polygonWhiteFam: autoDraw = False
52.2761 	EXP 	imageFam: autoDraw = False
52.2761 	EXP 	textFam: autoDraw = False
52.2761 	EXP 	textBlankLoop: autoDraw = True
52.7694 	EXP 	New trial (rep=0, index=1): {'image': 'REPSWITCH1_Fam/PICTURE_271.png', 'correctAns': 'conejo'}
52.7761 	EXP 	textBlankLoop: autoDraw = False
52.7761 	EXP 	textBlankLoop: autoDraw = False
52.7761 	EXP 	fixationITI: autoDraw = True
53.9291 	EXP 	fixationITI: autoDraw = False
53.9291 	EXP 	fixationITI: autoDraw = False
53.9291 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_271.png'
53.9291 	EXP 	polygonWhiteFam: autoDraw = True
53.9291 	EXP 	imageFam: autoDraw = True
57.4226 	EXP 	textFam: autoDraw = True
59.9230 	EXP 	textFam: autoDraw = False
59.9576 	EXP 	polygonWhiteFam: autoDraw = False
59.9576 	EXP 	imageFam: autoDraw = False
59.9576 	EXP 	polygonWhiteFam: autoDraw = False
59.9576 	EXP 	imageFam: autoDraw = False
59.9576 	EXP 	textFam: autoDraw = False
59.9576 	EXP 	textBlankLoop: autoDraw = True
60.4510 	EXP 	New trial (rep=0, index=2): {'image': 'REPSWITCH1_Fam/PICTURE_338.png', 'correctAns': 'regalo'}
60.4577 	EXP 	textBlankLoop: autoDraw = False
60.4577 	EXP 	textBlankLoop: autoDraw = False
60.4577 	EXP 	fixationITI: autoDraw = True
61.6245 	EXP 	fixationITI: autoDraw = False
61.6245 	EXP 	fixationITI: autoDraw = False
61.6245 	EXP 	imageFam: image = 'REPSWITCH1_Fam/PICTURE_338.png'
61.6245 	EXP 	polygonWhiteFam: autoDraw = True
61.6245 	EXP 	imageFam: autoDraw = True
65.1180 	EXP 	textFam: autoDraw = True
67.6184 	EXP 	textFam: autoDraw = False
67.6531 	EXP 	polygonWhiteFam: autoDraw = False
67.6531 	EXP 	imageFam: autoDraw = False
67.6531 	EXP 	polygonWhiteFam: autoDraw = False
67.6531 	EXP 	imageFam: autoDraw = False
67.6531 	EXP 	textFam: autoDraw = False
67.6531 	EXP 	textBlankLoop: autoDraw = True
