image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice2v1.started,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice2v1.clip,textBlankLoop.started,textBlankLoop.stopped,keyPractice_2.rt,textboxEndPractice_2.started,keyEndPractice_2.started,keyEndPractice_2.keys,keyEndPractice_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,10.751165899913758,space,5.967816400108859,,,,,,,,,,,,,,,,,,,,,,,,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,gold,0,0,0,0,,,,,,,,,,,,,,,,16.726921999827027,17.789521500002593,17.789521500002593,17.789521500002593,17.789521500002593,17.789521500002593,17.789521500002593,17.789521500002593,17.789521500002593,20.817742799874395,20.817742799874395,20.817742799874395,20.817742799874395,20.817742799874395,20.817742799874395,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h45.49.172.wav,20.817742799874395,21.317787499865517,,,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,darkblue,0,1,1,1,,,,,,,,,,,,,,,,21.317787499865517,22.463770600035787,22.463770600035787,22.463770600035787,22.463770600035787,22.463770600035787,22.463770600035787,22.463770600035787,22.463770600035787,25.491964099928737,25.491964099928737,25.491964099928737,25.491964099928737,25.491964099928737,25.491964099928737,"['s', 'i', 'r', 'e', 'n', 'a']",0,sirena,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h45.53.845.wav,25.491964099928737,,"[0.9706773001234978, 1.1782303000800312, 1.413247800199315, 1.5209243001881987, 1.7777353001292795, 1.9066363002639264]",,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,gold,0,2,2,2,,,,,,,,,,,,,,,,25.992037599906325,27.040790899889544,27.040790899889544,27.040790899889544,27.040790899889544,27.040790899889544,27.040790899889544,27.040790899889544,27.040790899889544,30.068964599864557,30.068964599864557,30.068964599864557,30.068964599864557,30.068964599864557,30.068964599864557,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h45.58.421.wav,30.068964599864557,,,,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_733.png,gafas,TYPE,darkblue,0,3,3,3,,,,,,,,,,,,,,,,30.569013000000268,31.70803530002013,31.70803530002013,31.70803530002013,31.70803530002013,31.70803530002013,31.70803530002013,31.70803530002013,31.70803530002013,34.73622369999066,34.73622369999066,34.73622369999066,34.73622369999066,34.73622369999066,34.73622369999066,"['g', 'a', 'f', 'a', 's']",0,gafas,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h46.03.089.wav,34.73622369999066,,"[1.1797448999714106, 1.3852234999649227, 1.6605311001185328, 1.7791397001128644, 1.932030500145629]",,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_614.png,reina,TYPE,darkblue,0,4,4,4,,,,,,,,,,,,,,,,35.236275099916384,36.32673639990389,36.32673639990389,36.32673639990389,36.32673639990389,36.32673639990389,36.32673639990389,36.32673639990389,36.32673639990389,39.35489429999143,39.35489429999143,39.35489429999143,39.35489429999143,39.35489429999143,39.35489429999143,"['r', 'e', 'i', 'n', 'a']",0,reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h46.07.708.wav,39.35489429999143,,"[1.7226469002198428, 1.8911194000393152, 2.0655231000855565, 2.244282000232488, 2.371854600030929]",,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_612.png,rana,TYPE,darkblue,0,5,5,5,,,,,,,,,,,,,,,,39.85495959990658,40.98010040004738,40.98010040004738,40.98010040004738,40.98010040004738,40.98010040004738,40.98010040004738,40.98010040004738,40.98010040004738,44.008269999874756,44.008269999874756,44.008269999874756,44.008269999874756,44.008269999874756,44.008269999874756,"['r', 'a', 'n', 'a']",0,rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h46.12.361.wav,44.008269999874756,,"[0.9865796999074519, 1.203391500050202, 1.3601874001324177, 1.446896000066772]",,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,gold,0,6,6,6,,,,,,,,,,,,,,,,44.508335900027305,45.60568229993805,45.60568229993805,45.60568229993805,45.60568229993805,45.60568229993805,45.60568229993805,45.60568229993805,45.60568229993805,48.63395449984819,48.63395449984819,48.63395449984819,48.63395449984819,48.63395449984819,48.63395449984819,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h46.16.986.wav,48.63395449984819,,,,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_570.png,toro,TYPE,darkblue,0,7,7,7,,,,,,,,,,,,,,,,49.13394169998355,50.29388469993137,50.29388469993137,50.29388469993137,50.29388469993137,50.29388469993137,50.29388469993137,50.29388469993137,50.29388469993137,53.315052499994636,53.315052499994636,53.315052499994636,53.315052499994636,53.315052499994636,53.315052499994636,"['t', 'o', 'r', 'o']",0,toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h46.21.674.wav,53.315052499994636,53.81511279987171,"[0.995217100251466, 1.1776513003278524, 1.341418200172484, 1.4081906001083553]",,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
REPSWITCH1_Practice/PICTURE_110.png,mesa,SPEAK,gold,0,8,8,8,,,,,,,,,,,,,,,,53.81511279987171,54.95419269986451,54.95419269986451,54.95419269986451,54.95419269986451,54.95419269986451,54.95419269986451,54.95419269986451,54.95419269986451,57.98237630003132,57.98237630003132,57.98237630003132,57.98237630003132,57.98237630003132,57.98237630003132,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/190102_REPSWITCH1_Practice2_version1_2023-11-30_12h45.37.296_micPractice2v1_recorded\recording_micPractice2v1_2023-11-30_12h46.26.335.wav,57.98237630003132,,,,,,,190102,001,2023-11-30_12h45.37.296,REPSWITCH1_Practice2_version1,2022.2.4,144.02746907440937,
