image,correctAns,respModal,frameColour,textColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonText.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.654588299999887,15.668312099999639,16.169112999999925,16.169112999999925,space,0.6749214999990727,,,,,,,,,,,,,,,,,001,2023-05-09_15h33.20.025,REPSWITCH_1,2022.2.5,59.83004676935703,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,white,nontarget,2,NT,Stim1_Set1,0,0,0,0,,21.6006567000004,,,,,22.10024169999997,17.4003131999998,18.634850299999925,18.634850299999925,18.634850299999925,18.634850299999925,18.634850299999925,18.634850299999925,18.634850299999925,0.004506100000071456,2.0328841000000466,"['m', 'o', 'u', 's', 'e']","[0.9741835000004357, 1.1260026999998445, 1.3032379000005676, 1.4237706000003527, 1.5437642000006235]",mouse,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-09_15h33.20.025_micResp_recorded\recording_micResp_2023-05-09_15h33.33.141.wav,,001,2023-05-09_15h33.20.025,REPSWITCH_1,2022.2.5,59.83004676935703,
,,,,,,,,,,,,,,,,,,,,22.10024169999997,,,,,,,,,,,,,,,,,,,,
