textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,participant,session,date,expName,psychopyVersion,frameRate,
11.788766499608755,14.276976199820638,14.783434599637985,14.783434599637985,14.783434599637985,14.783434599637985,,,,,,,
