image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,textBlankLoop.started,polygonWhiteFam.stopped,imageFam.stopped,textBlankLoop.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.155830699950457,14.1598837999627,14.1598837999627,space,14.369534499943256,,,,,,,,,,,,,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_135.png,traje,0,0,0,1,,,,,,28.544031099998392,29.655386799946427,29.655386799946427,29.655386799946427,29.655386799946427,33.134531599935144,35.63416250003502,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.05.942.wav,35.68277620000299,,,,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_175.png,pintor,0,1,1,6,,,,,,36.18284779996611,37.329662499949336,37.329662499949336,37.329662499949336,37.329662499949336,40.81585959997028,43.31557680002879,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.13.629.wav,43.36374699999578,43.36374699999578,43.36374699999578,43.864403299987316,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_464.png,goma,0,2,2,21,,,,,,43.864403299987316,44.95470919995569,44.95470919995569,44.95470919995569,44.95470919995569,48.441498399944976,50.94157719996292,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.21.244.wav,50.98338180000428,,,,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_16.png,cazador,0,3,3,4,,,,,,51.48362419998739,52.54691409994848,52.54691409994848,52.54691409994848,52.54691409994848,56.040322500048205,58.57537710003089,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.28.836.wav,58.57537710003089,,,,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_570.png,toro,0,4,4,34,,,,,,59.075539299985394,60.15964410000015,60.15964410000015,60.15964410000015,60.15964410000015,63.64521670003887,66.14581699995324,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.36.449.wav,66.18769629998133,,,,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_178.png,puente,0,5,5,7,,,,,,66.68750450003427,67.77810959995259,67.77810959995259,67.77810959995259,67.77810959995259,71.26426309999079,73.76412329997402,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.44.077.wav,73.81287240004167,73.81287240004167,73.81287240004167,74.31280740001239,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_110.png,mesa,0,6,6,37,,,,,,74.31280740001239,75.38326529995538,75.38326529995538,75.38326529995538,75.38326529995538,78.86942210001871,81.36928490002174,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.51.682.wav,81.41790190001484,81.41790190001484,81.41790190001484,81.91796580003574,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_612.png,rana,0,7,7,32,,,,,,81.91796580003574,82.9814871000126,82.9814871000126,82.9814871000126,82.9814871000126,86.46768580004573,88.96735159994569,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h37.59.280.wav,89.0161034000339,89.0161034000339,89.0161034000339,89.51602179999463,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
REPSWITCH1_Fam/PICTURE_552.png,manzana,0,8,8,25,,,,,,89.51602179999463,90.60072829993442,90.60072829993442,90.60072829993442,90.60072829993442,94.08684500004165,96.58744669996668,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Fam_2023-09-28_10h36.40.485_micFam_recorded\recording_micFam_2023-09-28_10h38.06.889.wav,96.62914830003865,,,,,,,,000101,001,2023-09-28_10h36.40.485,REPSWITCH1_Fam,2022.2.4,144.6137872029797,
