textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxMainInstr2_8.started,textboxMainInstr2_9.started,textboxMainInstr2_10.started,textboxMainInstr2_11.started,textboxMainInstr2_12.started,keyInstrMain2.started,participant,session,date,expName,psychopyVersion,frameRate,
27.07817759993486,29.09260919992812,29.639691399992444,29.639691399992444,29.639691399992444,29.639691399992444,space,0.6213528999360278,,,,,,,,,,,,,,28,001,2023-06-28_13h00.02.544,REPSWITCH1_v2022.2.4,2022.2.4,60.03842461874288,
,,,,,,,,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,30.38960410002619,,,,,,,
