image,correctAns,respModal,frameColor,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice1v2.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice1v2.clip,textBlankLoop.started,textBlankLoop.stopped,polygonCol.stopped,polygonWh.stopped,textCue.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,textboxEndPracrice.started,keyEndPractice.started,keyEndPractice.keys,keyEndPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,9.13865299988538,space,11.061905199894682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
,,,,,,,,,,,,,,,,,,,,,20.21266369987279,20.21266369987279,space,4.294616800034419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
,,,,,,,,,,,,,,,,,,,,,,,,,24.51883179997094,24.51883179997094,space,2.1940589000005275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,26.73435919987969,space,5.429390399949625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
REPSWITCH1_Practice/PICTURE_612.png,rana,TECLEA,gold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.17257239995524,33.26993989991024,33.26993989991024,33.26993989991024,33.26993989991024,33.26993989991024,33.26993989991024,33.26993989991024,33.26993989991024,33.26993989991024,"['r', 'a', 'n', 'a']",0,"[1.958452899940312, 2.172800799831748, 2.3660710998810828, 2.567395200021565]",rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_Practice1_version2_2023-11-30_15h36.55.595_micPractice1v2_recorded\recording_micPractice1v2_2023-11-30_15h37.24.524.wav,36.291156799998134,36.79123319988139,,,,,,,,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
REPSWITCH1_Practice/PICTURE_599.png,nube,HABLA,darkblue,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79123319988139,37.930243300041184,37.930243300041184,37.930243300041184,37.930243300041184,37.930243300041184,37.930243300041184,37.930243300041184,37.930243300041184,37.930243300041184,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_Practice1_version2_2023-11-30_15h36.55.595_micPractice1v2_recorded\recording_micPractice1v2_2023-11-30_15h37.29.186.wav,40.95845460006967,41.45850399998017,40.95845460006967,40.95845460006967,40.95845460006967,40.95845460006967,40.95845460006967,40.95845460006967,40.95845460006967,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,gold,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45850399998017,42.59057729993947,42.59057729993947,42.59057729993947,42.59057729993947,42.59057729993947,42.59057729993947,42.59057729993947,42.59057729993947,42.59057729993947,"['t', 'o', 'r', 'o']",0,"[1.2436748000327498, 1.7213534999173135, 1.9595459999982268, 2.303356199990958]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_Practice1_version2_2023-11-30_15h36.55.595_micPractice1v2_recorded\recording_micPractice1v2_2023-11-30_15h37.33.846.wav,45.618755399947986,46.11888840002939,45.618755399947986,45.618755399947986,45.618755399947986,45.618755399947986,45.618755399947986,45.618755399947986,45.618755399947986,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,gold,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.11888840002939,47.24404160003178,47.24404160003178,47.24404160003178,47.24404160003178,47.24404160003178,47.24404160003178,47.24404160003178,47.24404160003178,47.24404160003178,"['t', 'o', 'r']",0,"[2.069164999993518, 2.23421399993822, 2.8071259998250753]",tor,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_Practice1_version2_2023-11-30_15h36.55.595_micPractice1v2_recorded\recording_micPractice1v2_2023-11-30_15h37.38.498.wav,50.26518850005232,50.765288800001144,50.26518850005232,50.26518850005232,50.26518850005232,50.26518850005232,50.26518850005232,50.26518850005232,50.26518850005232,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
REPSWITCH1_Practice/PICTURE_733.png,gafas,HABLA,darkblue,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.765288800001144,51.85572370002046,51.85572370002046,51.85572370002046,51.85572370002046,51.85572370002046,51.85572370002046,51.85572370002046,51.85572370002046,51.85572370002046,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_Practice1_version2_2023-11-30_15h36.55.595_micPractice1v2_recorded\recording_micPractice1v2_2023-11-30_15h37.43.111.wav,54.88386269984767,,54.88386269984767,54.88386269984767,54.88386269984767,54.88386269984767,54.88386269984767,54.88386269984767,54.88386269984767,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
REPSWITCH1_Practice/PICTURE_614.png,reina,TECLEA,gold,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.383921599946916,56.495217100018635,56.495217100018635,56.495217100018635,56.495217100018635,56.495217100018635,56.495217100018635,56.495217100018635,56.495217100018635,56.495217100018635,"['r', 'e', 'i', 'n', 'a']",0,"[0.9156091001350433, 1.054282700177282, 1.3453149001579732, 1.5725479000248015, 1.7983181001618505]",reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_Practice1_version2_2023-11-30_15h36.55.595_micPractice1v2_recorded\recording_micPractice1v2_2023-11-30_15h37.47.750.wav,59.52338510006666,,59.52338510006666,59.52338510006666,59.52338510006666,59.52338510006666,59.52338510006666,59.52338510006666,59.52338510006666,,,,,200202,001,2023-11-30_15h36.55.595,REPSWITCH1_Practice1_version2,2022.2.4,144.09076556785007,
