trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,textWelcome.started,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.corr,subjResponse,micResp.clip,textPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,16.483380599995144,16.497939699998824,16.497939699998824,space,0.8890615999989677,,,,,,,,,,,,,,,,,,,8,001,2023-06-20_20h09.42.717,REPSWITCH_1,2022.2.5,60.003120161558364,
,,,,,,,,,,,,,,,,,,22.195131200001924,18.12789150000026,18.12789150000026,19.255480299994815,19.255480299994815,19.255480299994815,19.255480299994815,19.255480299994815,19.255480299994815,19.255480299994815,0.016826999999466352,2.084601599999587,None,0,,D:\GitHub\experiment1\data/8_REPSWITCH_1_2023-06-20_20h09.42.717_micResp_recorded\recording_micResp_2023-06-20_20h09.57.158.wav,22.695069099994726,22.695069099994726,,,,,,,
