famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,micFam.started,polygonWhiteFam.started,imageFam.started,micFam.stopped,textFam.started,textFam.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,14.521453300025314,16.53539470001124,17.036563800065778,17.036563800065778,space,0.827971399994567,,,,,,,,,,01,001,2023-06-26_12h12.40.295,Fam,2022.2.4,59.724776303822814,
,,,,,,,17.8850924000144,,,,,18.400812100037,18.400812100037,20.150790900108404,0.4329250999726355,20.150790900108404,20.150790900108404,4.465490799979307,24.18409520003479,26.68368300003931,,,,,,,
