trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,micPractice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,19.925807199997507,21.915049199997156,22.416439199998422,22.416439199998422,space,5.196272600001976,,,,,,,,,,,,,4,001,2023-06-19_14h02.07.593,REPSWITCH_1_Practice,2022.2.5,59.97994270674036,
,,,,,,,,,,,,,27.630725600000005,,,,,28.212000499999704,28.212000499999704,29.46297549999872,29.46297549999872,29.46297549999872,29.46297549999872,29.46297549999872,29.46297549999872,29.46297549999872,29.46297549999872,0.03165179999996326,2.1832063000001654,,,,,,,
