image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,polygonWhiteFam.stopped,imageFam.stopped,micFam.clip,textBlankLoop.started,textBlankLoop.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.842974499799311,11.837834399892017,11.837834399892017,space,10.398098600097,,,,,,,,,,,,,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_733.png,gafas,0,0,0,35,,,,,,22.255879699951038,23.367102699819952,23.367102699819952,23.367102699819952,23.367102699819952,26.86063059978187,29.36092529981397,29.39568579988554,29.39568579988554,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h26.29.353.wav,29.39568579988554,29.895759499864653,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_235.png,aguja,0,1,1,10,,,,,,29.895759499864653,30.958371099783108,30.958371099783108,30.958371099783108,30.958371099783108,34.4519531999249,36.95221449993551,36.98693439993076,36.98693439993076,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h26.36.941.wav,36.98693439993076,37.48704439983703,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_663.png,columna,0,2,2,43,,,,,,37.48704439983703,38.54270859993994,38.54270859993994,38.54270859993994,38.54270859993994,42.03620219998993,44.53660079999827,44.57133559999056,44.57133559999056,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h26.44.525.wav,44.57133559999056,45.07132569979876,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_687.png,camisa,0,3,3,28,,,,,,45.07132569979876,46.134024899918586,46.134024899918586,46.134024899918586,46.134024899918586,49.62749969982542,52.127830299781635,52.16263009980321,52.16263009980321,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h26.52.116.wav,52.16263009980321,52.66269279993139,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_381.png,fresa,0,4,4,19,,,,,,52.66269279993139,53.704406399978325,53.704406399978325,53.704406399978325,53.704406399978325,57.19793269992806,59.69825439993292,59.73305629985407,59.73305629985407,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h26.59.686.wav,59.73305629985407,60.23304919991642,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_48.png,bombero,0,5,5,22,,,,,,60.23304919991642,61.34429839998484,61.34429839998484,61.34429839998484,61.34429839998484,64.83780969982035,67.33812789991498,67.37288219993934,67.37288219993934,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h27.07.327.wav,67.37288219993934,67.8729440998286,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_576.png,guante,0,6,6,26,,,,,,67.8729440998286,68.95639979979023,68.95639979979023,68.95639979979023,68.95639979979023,72.4500054998789,74.95023439987563,74.9850019000005,74.9850019000005,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h27.14.939.wav,74.9850019000005,75.4850556999445,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_646.png,tronco,0,7,7,42,,,,,,75.4850556999445,76.55462779989466,76.55462779989466,76.55462779989466,76.55462779989466,80.04814279987477,82.54847529996186,82.58319359994493,82.58319359994493,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h27.22.537.wav,82.58319359994493,83.0832464999985,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
REPSWITCH1_Fam/PICTURE_391.png,cadena,0,8,8,40,,,,,,83.0832464999985,84.13902229978703,84.13902229978703,84.13902229978703,84.13902229978703,87.63245789986104,90.13282639998943,90.16753320000134,90.16753320000134,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_Fam_2023-11-27_13h26.08.018_micFam_recorded\recording_micFam_2023-11-27_13h27.30.122.wav,90.16753320000134,90.66759449988604,,,,,120202,001,2023-11-27_13h26.08.018,REPSWITCH1_Fam,2022.2.4,144.00029922785947,
