trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygon.started,textInput.started,keyResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,124.73144820000743,126.71726370000397,127.2149109999882,127.2149109999882,space,1.4249792000046,,,,,,,,,,001,2023-05-17_16h17.16.766,REPSWITCH_1,2022.2.5,60.06655374135008,
,,,,,,,,,,,,,128.6801858000108,,,,,129.6962355999858,,,,,,,,,,,,,,
