trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,18.517465700002504,20.523642400003155,21.02456930000335,21.02456930000335,space,0.41090649999750894,,,,,,,,,,,,4,001,2023-06-19_14h25.17.066,REPSWITCH_1_Practice,2022.2.5,60.985724461275865,
,,,,,,,,,,,,,21.456903300000704,,,,,22.021620999999868,22.021620999999868,23.27264920000016,23.27264920000016,23.27264920000016,23.27264920000016,23.27264920000016,23.27264920000016,23.27264920000016,23.27264920000016,0.030055600000196137,,,,,,,
