trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,textCue.started,polygonCol.started,polygonWh.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,15.781699899998785,17.78658699999869,18.286588499999198,18.286588499999198,space,0.6090778000034334,,,,,,,,,,,,4,001,2023-06-19_14h02.50.732,REPSWITCH_1_Practice,2022.2.5,59.801602204543045,
,,,,,,,,,,,,,18.919039199998224,,,,,19.48383549999926,19.48383549999926,20.717599299998255,20.717599299998255,20.717599299998255,20.717599299998255,20.717599299998255,20.717599299998255,20.717599299998255,20.717599299998255,0.02678100000048289,,,,,,,
