image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textWelcome.stopped,textBlank500.started,textBlank500.stopped,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.corr,subjResponse,micResp.clip,keyPause.keys,keyResp.rt,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,textPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
REPSWITCH1/PICTURE_16.png,cazador,type,indigo,repeat,1,T,2,Stim1_Set2,0,26,26,26,,,146.8674774999963,147.3676637999888,,,,,142.70174449999467,143.8698298999807,143.8698298999807,143.8698298999807,143.8698298999807,143.8698298999807,143.8698298999807,143.8698298999807,0.0044615000078920275,2.000680500001181,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0,cazador,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.21.256.wav,None,"[0.8468301999964751, 0.9718352000054438, 1.276819599996088, 1.5508988999936264, 1.8576918999897316, 1.9754470000043511, 2.085149699996691]",,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_142.png,vaso,speak,yellow,filler,2,F,2,Stim2_Set1,0,27,27,27,,,151.53268109998317,152.03278169999248,,,,,147.3676637999888,148.53529850000632,148.53529850000632,148.53529850000632,148.53529850000632,148.53529850000632,148.53529850000632,148.53529850000632,0.003992100013419986,2.0005382999952417,None,0,,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.25.921.wav,None,,,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_175.png,pintor,type,indigo,nontarget,1,NT,2,Stim2_Set2,0,28,28,28,,,156.11523299998953,156.61510359999374,,,,,152.03278169999248,153.46772099999362,153.46772099999362,153.46772099999362,153.46772099999362,153.46772099999362,153.46772099999362,153.46772099999362,0.3602150999940932,2.350523700006306,"['p', 'i', 'n', 't', 'o', 'r']",0,pintor,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.30.504.wav,None,"[0.9298056999978144, 1.0712272000091616, 1.186295199993765, 1.396978200005833, 1.561542700015707, 1.6577531000075396]",,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_175.png,pintor,type,indigo,repeat,1,T,2,Stim2_Set2,0,29,29,29,,,160.7137201000005,161.21387519998825,,,,,156.61510359999374,157.71644600000582,157.71644600000582,157.71644600000582,157.71644600000582,157.71644600000582,157.71644600000582,157.71644600000582,0.0030325000116135925,2.0002727000101004,"['p', 'i', 'n', 't', 'o', 'r']",0,pintor,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.35.103.wav,None,"[0.7482645999989472, 0.8465955999854486, 0.9927850000094622, 1.071999899984803, 1.1968090999871492, 1.3180776000081096]",,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_30.png,granja,type,indigo,nontarget,1,NT,2,Stim3_Set2,0,30,30,30,,,165.3125807000033,165.8124564999889,,,,,161.21387519998825,162.4193919999816,162.4193919999816,162.4193919999816,162.4193919999816,162.4193919999816,162.4193919999816,162.4193919999816,0.11301999998977408,2.1173640999768395,"['g', 'r', 'a', 'n', 'j', 'a']",0,granja,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.39.701.wav,None,"[1.0172478000167757, 1.100672400003532, 1.200782200001413, 1.3976298000197858, 1.5639879000082146, 1.6347826000128407]",,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_30.png,granja,speak,yellow,switch,2,T,2,Stim3_Set2,0,31,31,31,,,170.09480309998617,170.59468959999504,,,,,165.8124564999889,167.0974859999842,167.0974859999842,167.0974859999842,167.0974859999842,167.0974859999842,167.0974859999842,167.0974859999842,0.0042944000160787255,2.0007467000104953,None,0,,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.44.484.wav,None,,,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_319.png,vaca,speak,yellow,nontarget,2,NT,2,Stim4_Set2,0,32,32,32,,,174.67704169999342,175.1769366999797,,,,,170.59468959999504,171.67990399998962,171.67990399998962,171.67990399998962,171.67990399998962,171.67990399998962,171.67990399998962,171.67990399998962,0.010037000000011176,2.00073010000051,None,0,,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.49.066.wav,None,,,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_319.png,vaca,type,indigo,switch,1,T,2,Stim4_Set2,0,33,33,33,,,179.22592969998368,179.72587759999442,,,,,175.1769366999797,176.22864299998037,176.22864299998037,176.22864299998037,176.22864299998037,176.22864299998037,176.22864299998037,176.22864299998037,0.003289599990239367,2.000656299991533,"['v', 'a', 'c', 'a']",0,vaca,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.53.615.wav,None,"[0.8540524000127334, 0.9906822000048123, 1.1592633000109345, 1.2749499000201467]",,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_152.png,caracol,speak,yellow,filler,2,F,2,Stim3_Set1,0,34,34,34,,,183.77611779997824,,,,,,179.72587759999442,180.77755489997799,180.77755489997799,180.77755489997799,180.77755489997799,180.77755489997799,180.77755489997799,180.77755489997799,0.004002400004537776,2.0008563000010327,None,0,,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h41.58.164.wav,None,,,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
REPSWITCH1/PICTURE_320.png,iglesia,type,indigo,nontarget,1,NT,2,Stim5_Set2,0,35,35,35,,,188.49033619998954,188.99021669998183,,,,,184.29142759999377,185.49678799998946,185.49678799998946,185.49678799998946,185.49678799998946,185.49678799998946,185.49678799998946,185.49678799998946,0.013091600005282089,2.017404100013664,"['i', 'g', 'l', 'e', 's', 'i', 'a']",0,iglesia,D:\GitHub\experiment1\data/301929_REPSWITCH_1_2023-06-21_11h38.59.143_micResp_recorded\recording_micResp_2023-06-21_11h42.02.879.wav,None,"[1.157734000007622, 1.3098105999815743, 1.4692797999887262, 1.584850599989295, 2.0076963999890722, 2.11337919998914, 2.1881490999949165]",,,,,,,,,301929,001,2023-06-21_11h38.59.143,REPSWITCH_1,2022.2.5,60.00283214127184,
