trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.46194249999826,18.438761900000827,18.940218299998378,18.940218299998378,space,0.741125299999112,,,,,,,,,,,,4,001,2023-06-19_14h24.19.562,REPSWITCH_1_Practice,2022.2.5,60.0070088187324,
,,,,,,,,,,,,,19.705410499998834,,,,,20.270026499998494,20.270026499998494,21.63742419999835,21.63742419999835,21.63742419999835,21.63742419999835,21.63742419999835,21.63742419999835,21.63742419999835,21.63742419999835,0.02751409999837051,,,,,,,
