image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice2v2.started,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice2v2.clip,textBlankLoop.started,textBlankLoop.stopped,keyPractice_2.rt,textboxEndPractice_2.started,keyEndPractice_2.started,keyEndPractice_2.keys,keyEndPractice_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,9.031668400159106,space,5.724813499953598,,,,,,,,,,,,,,,,,,,,,,,,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,darkblue,0,0,0,0,,,,,,,,,,,,,,,,14.769302899949253,15.901352999964729,15.901352999964729,15.901352999964729,15.901352999964729,15.901352999964729,15.901352999964729,15.901352999964729,15.901352999964729,18.92959209997207,18.92959209997207,18.92959209997207,18.92959209997207,18.92959209997207,18.92959209997207,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.05.963.wav,18.92959209997207,19.4295988001395,,,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,gold,0,1,1,1,,,,,,,,,,,,,,,,19.4295988001395,20.582553599961102,20.582553599961102,20.582553599961102,20.582553599961102,20.582553599961102,20.582553599961102,20.582553599961102,20.582553599961102,23.603801399935037,23.603801399935037,23.603801399935037,23.603801399935037,23.603801399935037,23.603801399935037,"['s', 'i', 'r', 'w', 'e', 'n', 'a']",0,sirena,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.10.641.wav,23.603801399935037,24.103852699976414,"[1.167994000017643, 1.601552400039509, 1.7759581999853253, 2.0174380999524146, 2.018432999961078, 2.123082800069824, 2.2865798000711948]",,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,darkblue,0,2,2,2,,,,,,,,,,,,,,,,24.103852699976414,25.22906789998524,25.22906789998524,25.22906789998524,25.22906789998524,25.22906789998524,25.22906789998524,25.22906789998524,25.22906789998524,28.257181500084698,28.257181500084698,28.257181500084698,28.257181500084698,28.257181500084698,28.257181500084698,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.15.289.wav,28.257181500084698,,,,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_733.png,gafas,TYPE,gold,0,3,3,3,,,,,,,,,,,,,,,,28.757228800095618,29.854599999962375,29.854599999962375,29.854599999962375,29.854599999962375,29.854599999962375,29.854599999962375,29.854599999962375,29.854599999962375,32.875817799940705,32.875817799940705,32.875817799940705,32.875817799940705,32.875817799940705,32.875817799940705,"['g', 'a', 'f', 'a', 's']",0,gafas,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.19.914.wav,32.875817799940705,33.375870200106874,"[1.2175131000112742, 1.4108231998980045, 1.670927699888125, 2.216150199994445, 2.4376366999931633]",,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_614.png,reina,TYPE,gold,0,4,4,4,,,,,,,,,,,,,,,,33.375870200106874,34.46631829999387,34.46631829999387,34.46631829999387,34.46631829999387,34.46631829999387,34.46631829999387,34.46631829999387,34.46631829999387,37.487519999966025,37.487519999966025,37.487519999966025,37.487519999966025,37.487519999966025,37.487519999966025,"['r', 'e', 'i', 'n', 'a']",0,reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.24.526.wav,37.487519999966025,37.987671999959275,"[1.1131311999633908, 1.3304354001302272, 1.470170499989763, 1.6785148000344634, 1.7841120001394302]",,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_612.png,rana,TYPE,gold,0,5,5,5,,,,,,,,,,,,,,,,37.987671999959275,39.078028599964455,39.078028599964455,39.078028599964455,39.078028599964455,39.078028599964455,39.078028599964455,39.078028599964455,39.078028599964455,42.09925980004482,42.09925980004482,42.09925980004482,42.09925980004482,42.09925980004482,42.09925980004482,"['r', 'a', 'n', 'a']",0,rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.29.138.wav,42.09925980004482,42.59933570004068,"[1.117448299890384, 1.4113018000498414, 1.5474314999300987, 1.63913180003874]",,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,darkblue,0,6,6,6,,,,,,,,,,,,,,,,42.59933570004068,43.64113330002874,43.64113330002874,43.64113330002874,43.64113330002874,43.64113330002874,43.64113330002874,43.64113330002874,43.64113330002874,46.66931609995663,46.66931609995663,46.66931609995663,46.66931609995663,46.66931609995663,46.66931609995663,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.33.700.wav,46.66931609995663,,,,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_570.png,toro,TYPE,gold,0,7,7,7,,,,,,,,,,,,,,,,47.16937280003913,48.31539330002852,48.31539330002852,48.31539330002852,48.31539330002852,48.31539330002852,48.31539330002852,48.31539330002852,48.31539330002852,51.33657030016184,51.33657030016184,51.33657030016184,51.33657030016184,51.33657030016184,51.33657030016184,"['t', 'o', 'r', 'o']",0,toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.38.374.wav,51.33657030016184,51.83672050014138,"[1.0664337000343949, 1.2866942998953164, 1.3866119999438524, 1.5141791999340057]",,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
REPSWITCH1_Practice/PICTURE_110.png,mesa,SPEAK,darkblue,0,8,8,8,,,,,,,,,,,,,,,,51.83672050014138,53.03126950003207,53.03126950003207,53.03126950003207,53.03126950003207,53.03126950003207,53.03126950003207,53.03126950003207,53.03126950003207,56.05940559995361,56.05940559995361,56.05940559995361,56.05940559995361,56.05940559995361,56.05940559995361,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Practice2_version2_2023-11-28_13h12.54.236_micPractice2v2_recorded\recording_micPractice2v2_2023-11-28_13h13.43.091.wav,56.05940559995361,,,,,,,140203,001,2023-11-28_13h12.54.236,REPSWITCH1_Practice2_version2,2022.2.4,144.01751260923163,
