image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,polygonWhiteFam.stopped,imageFam.stopped,micFam.clip,textBlankLoop.started,textBlankLoop.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.146453099907376,14.142896399949677,14.142896399949677,space,28.1758726000553,,,,,,,,,,,,,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_610.png,miel,0,0,0,27,,,,,,42.33400809997693,43.51474519993644,43.51474519993644,43.51474519993644,43.51474519993644,47.008237699978054,49.50855919998139,49.55025939992629,49.55025939992629,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h31.52.868.wav,49.55025939992629,,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_614.png,reina,0,1,1,36,,,,,,50.05030669993721,51.07128759997431,51.07128759997431,51.07128759997431,51.07128759997431,54.56478359992616,57.06510329991579,57.09985599992797,57.09985599992797,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.00.420.wav,57.09985599992797,57.59997869993094,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_552.png,manzana,0,2,2,25,,,,,,57.59997869993094,58.69033939996734,58.69033939996734,58.69033939996734,58.69033939996734,62.18391379993409,64.68414599995594,64.71890879992861,64.71890879992861,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.08.039.wav,64.71890879992861,65.21894009993412,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_663.png,columna,0,3,3,43,,,,,,65.21894009993412,66.35108649998438,66.35108649998438,66.35108649998438,66.35108649998438,69.84463799989317,72.34488349989988,72.37962539994624,72.37962539994624,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.15.699.wav,72.37962539994624,72.87968529993668,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_110.png,mesa,0,4,4,37,,,,,,72.87968529993668,73.92845829995349,73.92845829995349,73.92845829995349,73.92845829995349,77.42191839998122,79.92228459997568,79.95698029990308,79.95698029990308,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.23.276.wav,79.95698029990308,80.45703819999471,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_599.png,nube,0,5,5,33,,,,,,80.45703819999471,81.58221979998052,81.58221979998052,81.58221979998052,81.58221979998052,85.07572619989514,87.57602499995846,87.61083889997099,87.61083889997099,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.30.930.wav,87.61083889997099,88.11089319991879,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_8.png,pierna,0,6,6,31,,,,,,88.11089319991879,89.22903679998126,89.22903679998126,89.22903679998126,89.22903679998126,92.72256249992643,95.22295699990354,95.25761049997527,95.25761049997527,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.38.578.wav,95.25761049997527,95.75769899995066,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_12.png,sirena,0,7,7,38,,,,,,95.75769899995066,96.91065869992599,96.91065869992599,96.91065869992599,96.91065869992599,100.40410769998562,102.90443539991975,102.93914529995527,102.93914529995527,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.46.260.wav,102.93914529995527,103.43923239992,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_612.png,rana,0,8,8,32,,,,,,103.43923239992,104.44628639996517,104.44628639996517,104.44628639996517,104.44628639996517,107.93982079997659,110.44010959996376,110.4749461999163,110.4749461999163,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h32.53.796.wav,110.4749461999163,110.9749218999641,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_338.png,regalo,0,9,9,17,,,,,,110.9749218999641,112.06536959996447,112.06536959996447,112.06536959996447,112.06536959996447,115.55887139996048,118.05918299988844,118.09391029994003,118.09391029994003,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.01.415.wav,118.09391029994003,118.59396559989545,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_340.png,espejo,0,10,10,39,,,,,,118.59396559989545,119.7399750999175,119.7399750999175,119.7399750999175,119.7399750999175,123.2335045998916,125.73379529989325,125.768542899983,125.768542899983,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.09.089.wav,125.768542899983,126.26860279997345,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_673.png,tenedor,0,11,11,44,,,,,,126.26860279997345,127.45627619989682,127.45627619989682,127.45627619989682,127.45627619989682,130.949756899965,133.45006669999566,133.4848173999926,133.4848173999926,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.16.805.wav,133.4848173999926,133.98487649997696,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_446.png,cerdo,0,12,12,20,,,,,,133.98487649997696,135.06841069995426,135.06841069995426,135.06841069995426,135.06841069995426,138.56188569997903,141.0622078999877,141.09690299991053,141.09690299991053,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.24.418.wav,141.09690299991053,141.59696729993448,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_381.png,fresa,0,13,13,19,,,,,,141.59696729993448,142.65274649998173,142.65274649998173,142.65274649998173,142.65274649998173,146.14619649993256,148.64652399998158,148.68125469994266,148.68125469994266,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.32.002.wav,148.68125469994266,149.18131299992092,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_271.png,conejo,0,14,14,13,,,,,,149.18131299992092,150.28563249995932,150.28563249995932,150.28563249995932,150.28563249995932,153.7791001999285,156.27946859993972,156.3141935999738,156.3141935999738,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.39.635.wav,156.3141935999738,156.81432729994413,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
REPSWITCH1_Fam/PICTURE_733.png,gafas,0,15,15,35,,,,,,156.81432729994413,157.92550169990864,157.92550169990864,157.92550169990864,157.92550169990864,161.4189989999868,163.91933649999555,163.95411599997897,163.95411599997897,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/050103_REPSWITCH1_Fam_2023-11-16_13h31.13.697_micFam_recorded\recording_micFam_2023-11-16_13h33.47.274.wav,163.95411599997897,164.4541166999843,,,,,050103,001,2023-11-16_13h31.13.697,REPSWITCH1_Fam,2022.2.4,143.94309065532656,
