trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,textWelcome.started,textBlank500.started,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,47.76630339998519,49.77976249999483,50.28050560000702,50.28050560000702,space,0.6200704000075348,,,,515608,001,2023-06-21_21h49.13.901,REPSWITCH_1,2022.2.5,60.140825755203544,
,,,,,,,,,,,,,,50.929457399994135,,,,,51.54453149999608,51.54453149999608,,,,,,,,
