image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,11.049438599991845,13.04597599999397,13.546469900000375,13.546469900000375,space,1.7130613999906927,,,,,,,,,,,,,,,,001,2023-05-08_16h25.01.109,REPSWITCH_1,2022.2.5,59.814372070841266,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,nontarget,2,NT,Stim1_Set1,0,0,0,0,,20.128175299993018,,,,,15.960927499982063,15.960927499982063,17.21193319998565,17.21193319998565,17.21193319998565,17.21193319998565,17.21193319998565,17.21193319998565,0.04134369999519549,2.1000404999940656,"['r', 'a', 't', 'o', 'n']","[1.3396730999811552, 1.4054826999781653, 1.5707383999833837, 1.640425999998115, 1.8297579000063706]",raton,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-08_16h25.01.109_micResp_recorded\recording_micResp_2023-05-08_16h25.15.164.wav,,001,2023-05-08_16h25.01.109,REPSWITCH_1,2022.2.5,59.814372070841266,
,,,,,,,,,,,,,,,,,,,20.627701999997953,21.828348499984713,21.828348499984713,21.828348499984713,21.828348499984713,21.828348499984713,21.828348499984713,0.0031424999760929495,1.9992342999903485,,,,,,,,,,,
