image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice2v1.started,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice2v1.clip,textBlankLoop.started,textBlankLoop.stopped,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,keyPractice_2.rt,textboxEndPractice_2.started,keyEndPractice_2.started,keyEndPractice_2.keys,keyEndPractice_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,9.480486699845642,space,2.1161861000582576,,,,,,,,,,,,,,,,,,,,,,,,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,gold,0,0,0,0,,,,,,,,,,,,,,,,11.607306699967012,12.690776699921116,12.690776699921116,12.690776699921116,12.690776699921116,12.690776699921116,12.690776699921116,12.690776699921116,12.690776699921116,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.23.952.wav,15.711955899838358,16.2120296000503,,,,,,,,,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,darkblue,0,1,1,1,,,,,,,,,,,,,,,,16.2120296000503,17.24688720004633,17.24688720004633,17.24688720004633,17.24688720004633,17.24688720004633,17.24688720004633,17.24688720004633,17.24688720004633,"['s', 'i', 'r', 'e', 'n', 'a']",0,sirena,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.28.511.wav,20.275045899907127,,20.275045899907127,20.275045899907127,20.275045899907127,20.275045899907127,20.275045899907127,20.275045899907127,"[0.7770110999699682, 0.8597265998832881, 1.0202440998982638, 1.0930453999899328, 1.1787385998759419, 1.2943595999386162]",,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,gold,0,2,2,2,,,,,,,,,,,,,,,,20.775104800006375,21.91412639990449,21.91412639990449,21.91412639990449,21.91412639990449,21.91412639990449,21.91412639990449,21.91412639990449,21.91412639990449,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.33.180.wav,24.94230720004998,25.44237679988146,24.94230720004998,24.94230720004998,24.94230720004998,24.94230720004998,24.94230720004998,24.94230720004998,,,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_733.png,gafas,TYPE,darkblue,0,3,3,3,,,,,,,,,,,,,,,,25.44237679988146,26.567529399879277,26.567529399879277,26.567529399879277,26.567529399879277,26.567529399879277,26.567529399879277,26.567529399879277,26.567529399879277,"['g', 'a', 'f', 'a', 's']",0,gafas,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.37.834.wav,29.595710499910638,30.095777499955148,29.595710499910638,29.595710499910638,29.595710499910638,29.595710499910638,29.595710499910638,29.595710499910638,"[1.3249353999271989, 1.4145726999267936, 1.6813574999105185, 1.962044999934733, 2.046630800003186]",,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_614.png,reina,TYPE,darkblue,0,4,4,4,,,,,,,,,,,,,,,,30.095777499955148,31.26258370000869,31.26258370000869,31.26258370000869,31.26258370000869,31.26258370000869,31.26258370000869,31.26258370000869,31.26258370000869,"['r', 'e', 'i', 'n', 'a']",0,reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.42.528.wav,34.290783300064504,,34.290783300064504,34.290783300064504,34.290783300064504,34.290783300064504,34.290783300064504,34.290783300064504,"[0.8219346001278609, 0.8777557001449168, 1.0112940999679267, 1.2285808001179248, 1.329224199987948]",,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_612.png,rana,TYPE,darkblue,0,5,5,5,,,,,,,,,,,,,,,,34.79089819989167,35.85353299998678,35.85353299998678,35.85353299998678,35.85353299998678,35.85353299998678,35.85353299998678,35.85353299998678,35.85353299998678,"['r', 'a', 'n', 'a']",0,rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.47.119.wav,38.88166319997981,,38.88166319997981,38.88166319997981,38.88166319997981,38.88166319997981,38.88166319997981,38.88166319997981,"[0.6596612001303583, 0.7314631000626832, 0.845065200002864, 0.9510220000520349]",,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,gold,0,6,6,6,,,,,,,,,,,,,,,,39.381722499849275,40.444337599910796,40.444337599910796,40.444337599910796,40.444337599910796,40.444337599910796,40.444337599910796,40.444337599910796,40.444337599910796,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.51.711.wav,43.47253709984943,43.97259799996391,43.47253709984943,43.47253709984943,43.47253709984943,43.47253709984943,43.47253709984943,43.47253709984943,,,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_570.png,toro,TYPE,darkblue,0,7,7,7,,,,,,,,,,,,,,,,43.97259799996391,45.06303199985996,45.06303199985996,45.06303199985996,45.06303199985996,45.06303199985996,45.06303199985996,45.06303199985996,45.06303199985996,"['t', 'o', 'r', 'o']",0,toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h42.56.327.wav,48.08422870002687,48.58435499994084,48.08422870002687,48.08422870002687,48.08422870002687,48.08422870002687,48.08422870002687,48.08422870002687,"[0.8827219000086188, 1.6458868000190705, 1.7365472000092268, 1.8642225998919457]",,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
REPSWITCH1_Practice/PICTURE_110.png,mesa,SPEAK,gold,0,8,8,8,,,,,,,,,,,,,,,,48.58435499994084,49.61220229999162,49.61220229999162,49.61220229999162,49.61220229999162,49.61220229999162,49.61220229999162,49.61220229999162,49.61220229999162,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_Practice2_version1_2023-11-22_13h42.15.898_micPractice2v1_recorded\recording_micPractice2v1_2023-11-22_13h43.00.877.wav,52.64041269989684,,52.64041269989684,52.64041269989684,52.64041269989684,52.64041269989684,52.64041269989684,52.64041269989684,,,,,,090101,001,2023-11-22_13h42.15.898,REPSWITCH1_Practice2_version1,2022.2.4,143.98433433150157,
