image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textboxInstrPractice_2.started,textboxInstrPractice_2_2.started,textboxInstrPractice_2_3.started,textboxInstrPractice_2_4.started,textboxInstrPractice_2_5.started,textboxInstrPractice_2_6.started,textboxInstrPractice_2_7.started,textboxInstrPractice_2_8.started,textboxInstrPractice_2_9.started,textboxInstrPractice_2_10.started,textboxInstrPractice_2_11.started,textboxInstrPractice_2_12.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice2v1.started,keyPractice_2.keys,keyPractice_2.corr,subjResponse,micPractice2v1.clip,textBlankLoop.started,textBlankLoop.stopped,polygonCol_2.stopped,polygonWh_2.stopped,imagePractice_2.stopped,polygonText_2.stopped,textPractice_2.stopped,keyPractice_2.stopped,keyPractice_2.rt,textboxEndPractice_2.started,keyEndPractice_2.started,keyEndPractice_2.keys,keyEndPractice_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,9.355624800082296,space,1.623282700078562,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,gold,0,0,0,0,,,,,,,,,,,,,,,,10.985801399918273,12.083156599896029,12.083156599896029,12.083156599896029,12.083156599896029,12.083156599896029,12.083156599896029,12.083156599896029,12.083156599896029,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.24.705.wav,15.10443970002234,15.604470199905336,,,,,,,,,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_12.png,sirena,TYPE,darkblue,0,1,1,1,,,,,,,,,,,,,,,,15.604470199905336,16.743565100012347,16.743565100012347,16.743565100012347,16.743565100012347,16.743565100012347,16.743565100012347,16.743565100012347,16.743565100012347,"['s', 'i', 'r', 'e', 'n', 'a']",0,sirena,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.29.368.wav,19.764718600083143,20.26479350007139,19.764718600083143,19.764718600083143,19.764718600083143,19.764718600083143,19.764718600083143,19.764718600083143,"[0.7830160001758486, 1.001650300109759, 1.2408478001598269, 1.3054408002644777, 1.4074810002930462, 1.53206910029985]",,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_599.png,nube,SPEAK,gold,0,2,2,2,,,,,,,,,,,,,,,,20.26479350007139,21.31362079991959,21.31362079991959,21.31362079991959,21.31362079991959,21.31362079991959,21.31362079991959,21.31362079991959,21.31362079991959,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.33.939.wav,24.334734400035813,24.83483919990249,24.334734400035813,24.334734400035813,24.334734400035813,24.334734400035813,24.334734400035813,24.334734400035813,,,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_733.png,gafas,TYPE,darkblue,0,3,3,3,,,,,,,,,,,,,,,,24.83483919990249,25.911369199864566,25.911369199864566,25.911369199864566,25.911369199864566,25.911369199864566,25.911369199864566,25.911369199864566,25.911369199864566,"['g', 'a', 'f', 'a', 's']",0,gafas,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.38.537.wav,28.93256190000102,29.432658500038087,28.93256190000102,28.93256190000102,28.93256190000102,28.93256190000102,28.93256190000102,28.93256190000102,"[1.042325000045821, 1.1808527000248432, 1.3101510999258608, 1.4167567000258714, 1.5087584001012146]",,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_614.png,reina,TYPE,darkblue,0,4,4,4,,,,,,,,,,,,,,,,29.432658500038087,30.49535400001332,30.49535400001332,30.49535400001332,30.49535400001332,30.49535400001332,30.49535400001332,30.49535400001332,30.49535400001332,"['r', 'e', 'i', 'n', 'a']",0,reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.43.121.wav,33.523545699892566,,33.523545699892566,33.523545699892566,33.523545699892566,33.523545699892566,33.523545699892566,33.523545699892566,"[1.3190926001407206, 1.3589599002152681, 1.5187009002547711, 1.7123682003002614, 1.8429244002327323]",,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_612.png,rana,TYPE,darkblue,0,5,5,5,,,,,,,,,,,,,,,,34.02360529988073,35.162610499886796,35.162610499886796,35.162610499886796,35.162610499886796,35.162610499886796,35.162610499886796,35.162610499886796,35.162610499886796,"['r', 'a', 'n', 'a']",0,rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.47.787.wav,38.190743000013754,,38.190743000013754,38.190743000013754,38.190743000013754,38.190743000013754,38.190743000013754,38.190743000013754,"[0.8238705000840127, 0.977339900098741, 1.0959607001859695, 1.1876080001238734]",,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,gold,0,6,6,6,,,,,,,,,,,,,,,,38.6908157998696,39.815964499954134,39.815964499954134,39.815964499954134,39.815964499954134,39.815964499954134,39.815964499954134,39.815964499954134,39.815964499954134,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.52.442.wav,42.84411700000055,43.3441945000086,42.84411700000055,42.84411700000055,42.84411700000055,42.84411700000055,42.84411700000055,42.84411700000055,,,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_570.png,toro,TYPE,darkblue,0,7,7,7,,,,,,,,,,,,,,,,43.3441945000086,44.53188730007969,44.53188730007969,44.53188730007969,44.53188730007969,44.53188730007969,44.53188730007969,44.53188730007969,44.53188730007969,"['t', 'o', 'r', 'o']",0,toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h31.57.157.wav,47.560007399879396,,47.560007399879396,47.560007399879396,47.560007399879396,47.560007399879396,47.560007399879396,47.560007399879396,"[0.9293774000834674, 1.1267397000920027, 1.1762598999775946, 1.3157540999818593]",,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
REPSWITCH1_Practice/PICTURE_110.png,mesa,SPEAK,gold,0,8,8,8,,,,,,,,,,,,,,,,48.06007450004108,49.18525209999643,49.18525209999643,49.18525209999643,49.18525209999643,49.18525209999643,49.18525209999643,49.18525209999643,49.18525209999643,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Practice2_version1_2023-11-20_09h31.17.238_micPractice2v1_recorded\recording_micPractice2v1_2023-11-20_09h32.01.810.wav,52.20647089998238,52.70660539995879,52.20647089998238,52.20647089998238,52.20647089998238,52.20647089998238,52.20647089998238,52.20647089998238,,,,,,070104,001,2023-11-20_09h31.17.238,REPSWITCH1_Practice2_version1,2022.2.4,143.9965672834465,
