textboxInstr1.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,textboxInstr1_11.started,keyInstr1.started,participant,session,date,expName,psychopyVersion,frameRate,
13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,13.689773999969475,,,,,,,
