image,correctAns,respModal,frameColor,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice1v2.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice1v2.clip,textBlankLoop.started,textBlankLoop.stopped,polygonCol.stopped,polygonWh.stopped,textCue.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,textboxEndPracrice.started,keyEndPractice.started,keyEndPractice.keys,keyEndPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,12.316084200050682,space,3.7749704000307247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
,,,,,,,,,,,,,,,,,,,,,16.10418749996461,16.10418749996461,space,2.6848182999528944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
,,,,,,,,,,,,,,,,,,,,,,,,,18.799012499977835,18.799012499977835,space,1.3024675999768078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,20.12557380006183,space,2.6314058999996632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
REPSWITCH1_Practice/PICTURE_612.png,rana,TECLEA,gold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.771737599978223,23.97333010006696,23.97333010006696,23.97333010006696,23.97333010006696,23.97333010006696,23.97333010006696,23.97333010006696,23.97333010006696,23.97333010006696,"['r', 'a', 'n', 'a']",0,"[1.1970740999095142, 1.5534225999144837, 1.7129116000141948, 1.9192298999987543]",rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/060203_REPSWITCH1_Practice1_version2_2023-11-16_16h36.35.843_micPractice1v2_recorded\recording_micPractice1v2_2023-11-16_16h36.52.397.wav,27.001485100015998,27.501545800012536,,,,,,,,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
REPSWITCH1_Practice/PICTURE_599.png,nube,HABLA,darkblue,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.501545800012536,28.605832100030966,28.605832100030966,28.605832100030966,28.605832100030966,28.605832100030966,28.605832100030966,28.605832100030966,28.605832100030966,28.605832100030966,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/060203_REPSWITCH1_Practice1_version2_2023-11-16_16h36.35.843_micPractice1v2_recorded\recording_micPractice1v2_2023-11-16_16h36.57.032.wav,31.634034999995492,32.13409219996538,31.634034999995492,31.634034999995492,31.634034999995492,31.634034999995492,31.634034999995492,31.634034999995492,31.634034999995492,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,gold,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.13409219996538,33.30095369997434,33.30095369997434,33.30095369997434,33.30095369997434,33.30095369997434,33.30095369997434,33.30095369997434,33.30095369997434,33.30095369997434,"['t', 'o', 'r', 'o']",0,"[1.1462870999239385, 1.3200078000081703, 1.4768060999922454, 1.63284360000398]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/060203_REPSWITCH1_Practice1_version2_2023-11-16_16h36.35.843_micPractice1v2_recorded\recording_micPractice1v2_2023-11-16_16h37.01.726.wav,36.32909280003514,,36.32909280003514,36.32909280003514,36.32909280003514,36.32909280003514,36.32909280003514,36.32909280003514,36.32909280003514,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,gold,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82923250005115,37.975142100011,37.975142100011,37.975142100011,37.975142100011,37.975142100011,37.975142100011,37.975142100011,37.975142100011,37.975142100011,"['t', 'o', 'r', 'o']",0,"[1.051581499981694, 1.2280196000356227, 1.4104671999812126, 1.575532800052315]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/060203_REPSWITCH1_Practice1_version2_2023-11-16_16h36.35.843_micPractice1v2_recorded\recording_micPractice1v2_2023-11-16_16h37.06.398.wav,40.996334100025706,41.496497399988584,40.996334100025706,40.996334100025706,40.996334100025706,40.996334100025706,40.996334100025706,40.996334100025706,40.996334100025706,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
REPSWITCH1_Practice/PICTURE_733.png,gafas,HABLA,darkblue,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.496497399988584,42.61461769999005,42.61461769999005,42.61461769999005,42.61461769999005,42.61461769999005,42.61461769999005,42.61461769999005,42.61461769999005,42.61461769999005,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/060203_REPSWITCH1_Practice1_version2_2023-11-16_16h36.35.843_micPractice1v2_recorded\recording_micPractice1v2_2023-11-16_16h37.11.039.wav,45.642788400058635,,45.642788400058635,45.642788400058635,45.642788400058635,45.642788400058635,45.642788400058635,45.642788400058635,45.642788400058635,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
REPSWITCH1_Practice/PICTURE_614.png,reina,TECLEA,gold,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.14284390001558,47.20547410007566,47.20547410007566,47.20547410007566,47.20547410007566,47.20547410007566,47.20547410007566,47.20547410007566,47.20547410007566,47.20547410007566,"['r', 'e', 'i', 'n', 'a']",0,"[1.2524166000075638, 1.4366008999058977, 1.616995899938047, 1.8860922999447212, 2.118304600007832]",reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/060203_REPSWITCH1_Practice1_version2_2023-11-16_16h36.35.843_micPractice1v2_recorded\recording_micPractice1v2_2023-11-16_16h37.15.629.wav,50.233665300067514,,50.233665300067514,50.233665300067514,50.233665300067514,50.233665300067514,50.233665300067514,50.233665300067514,50.233665300067514,,,,,060203,001,2023-11-16_16h36.35.843,REPSWITCH1_Practice1_version2,2022.2.4,143.95780319644666,
