image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv2l2.started,keyResp.keys,keyResp.corr,subjResponse,micRespv2l2.clip,textBlankLoop.started,textBlankLoop.stopped,keyPause.keys,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,keyResp.rt,textboxPause.started,keyPause.started,keyPause.rt,textboxGoodbye.started,textboxGoodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,9.475796699989587,11.972653500037268,11.972653500037268,11.972653500037268,11.972653500037268,space,11.590771800139919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,23.578392799943686,space,8.76385370013304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_646.png,tronco,speak,darkblue,filler,2,F,1,3,2,2,Extra4,0,None,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,32.447602399857715,33.53111999994144,33.53111999994144,33.53111999994144,33.53111999994144,33.53111999994144,33.53111999994144,33.53111999994144,33.53111999994144,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.14.781.wav,36.55234090005979,37.052371399942786,None,,,,,,,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_340.png,espejo,type,gold,filler,1,F,1,3,2,2,Extra1,0,None,2,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,37.052371399942786,38.19840099988505,38.19840099988505,38.19840099988505,38.19840099988505,38.19840099988505,38.19840099988505,38.19840099988505,38.19840099988505,"['e', 's', 'p', 'e', 'k', 'backspace', 'j', 'p', 'backspace']",0,espej,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.19.453.wav,41.226531099993736,,None,41.226531099993736,41.226531099993736,41.226531099993736,41.226531099993736,41.226531099993736,41.226531099993736,"[0.7614818001165986, 0.9518087999895215, 1.117292000213638, 1.2149569999892265, 1.3793742000125349, 1.7481762000825256, 2.0475456002168357, 2.200075500179082, 2.5635147001594305]",,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_338.png,regalo,speak,darkblue,filler,2,F,1,3,2,2,Stim6_Set4,0,None,3,2,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,41.72658979985863,42.810117800021544,42.810117800021544,42.810117800021544,42.810117800021544,42.810117800021544,42.810117800021544,42.810117800021544,42.810117800021544,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.24.064.wav,45.838241199962795,,None,45.838241199962795,45.838241199962795,45.838241199962795,45.838241199962795,45.838241199962795,45.838241199962795,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_142.png,vaso,speak,darkblue,nontarget,2,NT,1,3,2,2,Stim7_Set1,1,repeat,4,3,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,46.33830070006661,47.47038950002752,47.47038950002752,47.47038950002752,47.47038950002752,47.47038950002752,47.47038950002752,47.47038950002752,47.47038950002752,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.28.723.wav,50.491635699989274,50.99169979989529,None,50.491635699989274,50.491635699989274,50.491635699989274,50.491635699989274,50.491635699989274,50.491635699989274,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_142.png,vaso,speak,darkblue,repeat,2,T,1,3,2,2,Stim7_Set1,0,None,5,4,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,50.99169979989529,52.15156750008464,52.15156750008464,52.15156750008464,52.15156750008464,52.15156750008464,52.15156750008464,52.15156750008464,52.15156750008464,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.33.405.wav,55.17283870000392,55.67282420000993,None,55.17283870000392,55.17283870000392,55.17283870000392,55.17283870000392,55.17283870000392,55.17283870000392,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_498.png,taza,type,gold,filler,1,F,1,3,2,2,Stim4_Set4,0,None,6,5,6,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,55.67282420000993,56.81191210006364,56.81191210006364,56.81191210006364,56.81191210006364,56.81191210006364,56.81191210006364,56.81191210006364,56.81191210006364,"['t', 'a', 'z', 'a']",0,taza,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.38.064.wav,59.83313570008613,60.333197100088,None,59.83313570008613,59.83313570008613,59.83313570008613,59.83313570008613,59.83313570008613,59.83313570008613,"[0.9162280999589711, 1.083589900052175, 1.3188056000508368, 1.4861676001455635]",,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_16.png,cazador,speak,darkblue,nontarget,2,NT,1,3,2,2,Stim6_Set1,1,switch,7,6,7,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,60.333197100088,61.59722590004094,61.59722590004094,61.59722590004094,61.59722590004094,61.59722590004094,61.59722590004094,61.59722590004094,61.59722590004094,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.42.851.wav,64.62543109990656,65.1254974999465,None,64.62543109990656,64.62543109990656,64.62543109990656,64.62543109990656,64.62543109990656,64.62543109990656,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
REPSWITCH1/PICTURE_16.png,cazador,speak,darkblue,repeat,2,T,1,3,2,2,Stim6_Set1,0,None,8,7,8,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,65.1254974999465,66.20202569989488,66.20202569989488,66.20202569989488,66.20202569989488,66.20202569989488,66.20202569989488,66.20202569989488,66.20202569989488,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/120202_REPSWITCH1_version2_list2_2023-11-27_13h39.45.946_micRespv2l2_recorded\recording_micRespv2l2_2023-11-27_13h40.47.455.wav,69.23018660000525,,None,69.23018660000525,69.23018660000525,69.23018660000525,69.23018660000525,69.23018660000525,69.23018660000525,,,,,,,120202,001,2023-11-27_13h39.45.946,REPSWITCH1_version2_list2,2022.2.4,143.96940909339096,
