image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygon.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.554529499990167,18.54277609998826,19.043645600002492,19.043645600002492,space,0.598938300012378,,,,,,,,,,,,,,,,,001,2023-05-17_16h21.05.233,REPSWITCH_1,2022.2.5,60.05594812430754,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,nontarget,2,NT,Stim1_Set1,0,0,0,0,,24.456388099992182,,,,,20.290200499992352,20.290200499992352,21.574511999991955,21.574511999991955,21.574511999991955,21.574511999991955,21.574511999991955,21.574511999991955,21.574511999991955,0.016893599997274578,2.1647010000015143,"['j', 'k', 'j', 'l', 'k', 'j', 'l', 'k']","[1.1924969000101555, 1.3016626999888103, 1.433970899990527, 1.533987700007856, 1.5761534000048414, 1.6232158000057098, 1.7155022000079043, 1.7293466000119224]",jkjlkjlk,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-17_16h21.05.233_micResp_recorded\recording_micResp_2023-05-17_16h21.19.899.wav,,001,2023-05-17_16h21.05.233,REPSWITCH_1,2022.2.5,60.05594812430754,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,repeat,2,T,Stim1_Set1,0,1,1,1,,29.072065799991833,,,,,,24.925280600000406,26.07438710000133,26.07438710000133,26.07438710000133,26.07438710000133,26.07438710000133,26.07438710000133,26.07438710000133,0.016437300015240908,2.029726100008702,None,,,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-17_16h21.05.233_micResp_recorded\recording_micResp_2023-05-17_16h21.24.530.wav,,001,2023-05-17_16h21.05.233,REPSWITCH_1,2022.2.5,60.05594812430754,
REPSWITCH1/PICTURE_599.png,nube,type,blue,filler,1,F,Stim1_Set3,0,2,2,2,,33.7710152999789,,,,,,29.55696329998318,30.873141599993687,30.873141599993687,30.873141599993687,30.873141599993687,30.873141599993687,30.873141599993687,30.873141599993687,0.1190645000024233,2.1325224000029266,None,,,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-17_16h21.05.233_micResp_recorded\recording_micResp_2023-05-17_16h21.29.229.wav,,001,2023-05-17_16h21.05.233,REPSWITCH_1,2022.2.5,60.05594812430754,
REPSWITCH1/PICTURE_110.png,mesa,speak,yellow,nontarget,2,NT,Stim2_Set1,0,3,3,3,,38.419927499984624,,,,,,34.25554869999178,35.52199899998959,35.52199899998959,35.52199899998959,35.52199899998959,35.52199899998959,35.52199899998959,35.52199899998959,0.12998379999771714,2.134147300006589,None,,,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-17_16h21.05.233_micResp_recorded\recording_micResp_2023-05-17_16h21.33.861.wav,,001,2023-05-17_16h21.05.233,REPSWITCH_1,2022.2.5,60.05594812430754,
,,,,,,,,,,,,,,,,,,,38.90483419998782,,,,,,,,,,,,,,,,,,,,
