image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,textBlankLoop.started,polygonWhiteFam.stopped,imageFam.stopped,textBlankLoop.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.676976300077513,13.673170299967751,13.673170299967751,space,9.17805470013991,,,,,,,,,,,,,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_381.png,fresa,0,0,0,19,,,,,,22.86882989993319,23.96621560002677,23.96621560002677,23.96621560002677,23.96621560002677,27.45274639991112,29.953090799972415,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h21.40.669.wav,29.994767300086096,,,,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_464.png,goma,0,1,1,21,,,,,,30.494825500063598,31.578287499956787,31.578287499956787,31.578287499956787,31.578287499956787,35.07182010007091,37.57214000006206,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h21.48.285.wav,37.60687720007263,37.60687720007263,37.60687720007263,38.10693180002272,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_599.png,nube,0,2,2,33,,,,,,38.10693180002272,39.23902460001409,39.23902460001409,39.23902460001409,39.23902460001409,42.73251129989512,45.232859399868175,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h21.55.945.wav,45.26759790000506,45.26759790000506,45.26759790000506,45.76773369987495,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_576.png,guante,0,3,3,26,,,,,,45.76773369987495,46.85805659997277,46.85805659997277,46.85805659997277,46.85805659997277,50.35157459997572,52.85191159998067,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.03.565.wav,52.886645700084046,52.886645700084046,52.886645700084046,53.38670099992305,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_48.png,bombero,0,4,4,22,,,,,,53.38670099992305,54.477129000006244,54.477129000006244,54.477129000006244,54.477129000006244,57.970642500091344,60.47096009994857,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.11.184.wav,60.50569749996066,60.50569749996066,60.50569749996066,61.00574629986659,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_320.png,iglesia,0,5,5,16,,,,,,61.00574629986659,62.103103399975225,62.103103399975225,62.103103399975225,62.103103399975225,65.59663189994171,68.09695190005004,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.18.810.wav,68.13168619992211,68.13168619992211,68.13168619992211,68.63174910005182,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_338.png,regalo,0,6,6,17,,,,,,68.63174910005182,69.88193519995548,69.88193519995548,69.88193519995548,69.88193519995548,73.37540340004489,75.87575419992208,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.26.589.wav,75.91044280002825,75.91044280002825,75.91044280002825,76.41052150004543,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_610.png,miel,0,7,7,27,,,,,,76.41052150004543,77.4940752000548,77.4940752000548,77.4940752000548,77.4940752000548,80.98752969992347,83.48786209989339,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.34.202.wav,83.52266089990735,83.52266089990735,83.52266089990735,84.02265559998341,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_175.png,pintor,0,8,8,6,,,,,,84.02265559998341,85.11304720002227,85.11304720002227,85.11304720002227,85.11304720002227,88.60660069994628,91.10690740006976,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.41.820.wav,91.14163929992355,91.14163929992355,91.14163929992355,91.64177339989692,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_199.png,falda,0,9,9,9,,,,,,91.64177339989692,92.70432300004177,92.70432300004177,92.70432300004177,92.70432300004177,96.1978374000173,98.69817729992792,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.49.411.wav,98.73292670003138,98.73292670003138,98.73292670003138,99.23297169990838,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_12.png,sirena,0,10,10,38,,,,,,99.23297169990838,100.33729190006852,100.33729190006852,100.33729190006852,100.33729190006852,103.83079540007748,106.33113469998352,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h22.57.044.wav,106.36585199995898,106.36585199995898,106.36585199995898,106.86591110005975,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_719.png,baño,0,11,11,29,,,,,,106.86591110005975,108.0466006998904,108.0466006998904,108.0466006998904,108.0466006998904,111.5401212000288,114.04043609998189,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.04.753.wav,114.0751930999104,114.0751930999104,114.0751930999104,114.5752389000263,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_19.png,pavo,0,12,12,8,,,,,,114.5752389000263,115.74205500003882,115.74205500003882,115.74205500003882,115.74205500003882,119.23558390000835,121.7359772999771,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.12.449.wav,121.7707038000226,121.7707038000226,121.7707038000226,122.2706982998643,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_264.png,mano,0,13,13,12,,,,,,122.2706982998643,123.38199279992841,123.38199279992841,123.38199279992841,123.38199279992841,126.87544390000403,129.37579079996794,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.20.089.wav,129.41049979999661,129.41049979999661,129.41049979999661,129.91058250004426,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_646.png,tronco,0,14,14,42,,,,,,129.91058250004426,130.938502300065,130.938502300065,130.938502300065,130.938502300065,134.431974099949,136.93230780004524,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.27.646.wav,136.96705719991587,136.96705719991587,136.96705719991587,137.46713180001825,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_235.png,aguja,0,15,15,10,,,,,,137.46713180001825,138.5367517999839,138.5367517999839,138.5367517999839,138.5367517999839,142.0302341999486,144.53056179988198,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.35.244.wav,144.56526919989847,144.56526919989847,144.56526919989847,145.06530779995956,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_8.png,pierna,0,16,16,31,,,,,,145.06530779995956,146.19052119995467,146.19052119995467,146.19052119995467,146.19052119995467,149.68397450004704,152.184366799891,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.42.896.wav,152.21912129991688,152.21912129991688,152.21912129991688,152.7190914999228,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_614.png,reina,0,17,17,36,,,,,,152.7190914999228,153.85127680003643,153.85127680003643,153.85127680003643,153.85127680003643,157.34472139994614,159.845053399913,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.50.557.wav,159.87978359987028,159.87978359987028,159.87978359987028,160.37985570007004,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_110.png,mesa,0,18,18,37,,,,,,160.37985570007004,161.47029359987937,161.47029359987937,161.47029359987937,161.47029359987937,164.96379499998875,167.4641000998672,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h23.58.177.wav,167.49884169991128,167.49884169991128,167.49884169991128,167.99890029989183,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_446.png,cerdo,0,19,19,20,,,,,,167.99890029989183,169.06847689999267,169.06847689999267,169.06847689999267,169.06847689999267,172.56200019991957,175.06229180004448,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h24.05.775.wav,175.09703619987704,175.09703619987704,175.09703619987704,175.59711889992468,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_663.png,columna,0,20,20,43,,,,,,175.59711889992468,176.6667039000895,176.6667039000895,176.6667039000895,176.6667039000895,180.16021210001782,182.6605295999907,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h24.13.373.wav,182.69531539990567,182.69531539990567,182.69531539990567,183.19529139995575,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_733.png,gafas,0,21,21,35,,,,,,183.19529139995575,184.30661119986326,184.30661119986326,184.30661119986326,184.30661119986326,187.8001417000778,190.30040910001844,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h24.21.013.wav,190.3352161999792,190.3352161999792,190.3352161999792,190.83521579997614,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_552.png,manzana,0,22,22,25,,,,,,190.83521579997614,191.89785419986583,191.89785419986583,191.89785419986583,191.89785419986583,195.39133249991573,197.89169649989344,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h24.28.605.wav,197.92646880005486,197.92646880005486,197.92646880005486,198.42646620003507,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
REPSWITCH1_Fam/PICTURE_319.png,vaca,0,23,23,15,,,,,,198.42646620003507,199.53084570006467,199.53084570006467,199.53084570006467,199.53084570006467,203.02429370000027,205.52462320006453,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/070104_REPSWITCH1_Fam_2023-11-20_09h21.20.373_micFam_recorded\recording_micFam_2023-11-20_09h24.36.237.wav,205.5593385999091,205.5593385999091,205.5593385999091,206.0593922000844,,,,,070104,001,2023-11-20_09h21.20.373,REPSWITCH1_Fam,2022.2.4,143.87019471942386,
