trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,image,correctAns,respModal,frameColor,textInstrPractice_2.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.484483700012788,11.484483700012788,space,0.5425532000372186,,,,,,,,,,,,24,001,2023-06-27_12h17.35.516,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.17372153992031,
,,,,,,,,,,,,12.048986500012688,12.549126000027172,12.549126000027172,13.798741000005975,13.798741000005975,13.798741000005975,13.798741000005975,13.798741000005975,13.798741000005975,13.798741000005975,0.0051790999714285135,,,,,,,
