image,correctAns,respModal,frameColor,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice1v2.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice1v2.clip,textBlankLoop.started,polygonCol.stopped,polygonWh.stopped,textCue.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,textBlankLoop.stopped,textboxEndPracrice.started,keyEndPractice.started,keyEndPractice.keys,keyEndPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,9.958720599999651,space,8.660537299932912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
,,,,,,,,,,,,,,,,,,,,,18.626355399843305,18.626355399843305,space,7.959028200013563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
,,,,,,,,,,,,,,,,,,,,,,,,,26.592717699939385,26.592717699939385,space,3.002195500070229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,29.62089469982311,space,6.207408000249416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
REPSWITCH1_Practice/PICTURE_612.png,rana,TECLEA,gold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.83697589999065,37.02462109993212,37.02462109993212,37.02462109993212,37.02462109993212,37.02462109993212,37.02462109993212,37.02462109993212,37.02462109993212,37.02462109993212,"['r', 'a', 'n', 'a']",0,"[1.5401260000653565, 1.883273300016299, 2.0985193999949843, 2.1616059001535177]",rana,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/080204_REPSWITCH1_Practice1_version2_2023-11-21_12h04.57.979_micPractice1v2_recorded\recording_micPractice1v2_2023-11-21_12h05.29.841.wav,40.05285279988311,,,,,,,,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
REPSWITCH1_Practice/PICTURE_599.png,nube,HABLA,darkblue,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55287989997305,41.608555799815804,41.608555799815804,41.608555799815804,41.608555799815804,41.608555799815804,41.608555799815804,41.608555799815804,41.608555799815804,41.608555799815804,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/080204_REPSWITCH1_Practice1_version2_2023-11-21_12h04.57.979_micPractice1v2_recorded\recording_micPractice1v2_2023-11-21_12h05.34.428.wav,44.636752699967474,44.636752699967474,44.636752699967474,44.636752699967474,44.636752699967474,44.636752699967474,44.636752699967474,44.636752699967474,45.136790700023994,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,gold,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.136790700023994,46.22724449983798,46.22724449983798,46.22724449983798,46.22724449983798,46.22724449983798,46.22724449983798,46.22724449983798,46.22724449983798,46.22724449983798,"['t', 'o', 'r', 'o']",0,"[1.1795843001455069, 1.397861100267619, 1.502003500238061, 1.6006674002856016]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/080204_REPSWITCH1_Practice1_version2_2023-11-21_12h04.57.979_micPractice1v2_recorded\recording_micPractice1v2_2023-11-21_12h05.39.045.wav,49.25547689991072,49.25547689991072,49.25547689991072,49.25547689991072,49.25547689991072,49.25547689991072,49.25547689991072,49.25547689991072,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,gold,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.75546749983914,50.81809199997224,50.81809199997224,50.81809199997224,50.81809199997224,50.81809199997224,50.81809199997224,50.81809199997224,50.81809199997224,50.81809199997224,"['t', 'o', 'r', 'o']",0,"[1.3099590002093464, 1.50900200009346, 1.6006977001670748, 1.9839273001998663]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/080204_REPSWITCH1_Practice1_version2_2023-11-21_12h04.57.979_micPractice1v2_recorded\recording_micPractice1v2_2023-11-21_12h05.43.636.wav,53.84632569993846,53.84632569993846,53.84632569993846,53.84632569993846,53.84632569993846,53.84632569993846,53.84632569993846,53.84632569993846,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
REPSWITCH1_Practice/PICTURE_733.png,gafas,HABLA,darkblue,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.34631789987907,55.478427099995315,55.478427099995315,55.478427099995315,55.478427099995315,55.478427099995315,55.478427099995315,55.478427099995315,55.478427099995315,55.478427099995315,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/080204_REPSWITCH1_Practice1_version2_2023-11-21_12h04.57.979_micPractice1v2_recorded\recording_micPractice1v2_2023-11-21_12h05.48.296.wav,58.51355469995178,58.51355469995178,58.51355469995178,58.51355469995178,58.51355469995178,58.51355469995178,58.51355469995178,58.51355469995178,,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
REPSWITCH1_Practice/PICTURE_614.png,reina,TECLEA,gold,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.01358469994739,60.13876699982211,60.13876699982211,60.13876699982211,60.13876699982211,60.13876699982211,60.13876699982211,60.13876699982211,60.13876699982211,60.13876699982211,"['r', 'e', 'i', 'n', 'a']",0,"[0.9505620000418276, 1.0414858001749963, 1.1820208001881838, 1.3110326000023633, 1.3918137000873685]",reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/080204_REPSWITCH1_Practice1_version2_2023-11-21_12h04.57.979_micPractice1v2_recorded\recording_micPractice1v2_2023-11-21_12h05.52.957.wav,63.16694589983672,63.16694589983672,63.16694589983672,63.16694589983672,63.16694589983672,63.16694589983672,63.16694589983672,63.16694589983672,63.6670838999562,,,,,080204,001,2023-11-21_12h04.57.979,REPSWITCH1_Practice1_version2,2022.2.4,143.98537116263367,
