trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,11.837602400017204,13.831603300001007,14.33203330001561,14.33203330001561,space,2.1568901000136975,,,,,,,,,,,,001,2023-05-08_16h26.07.094,REPSWITCH_1,2022.2.5,59.99080940785551,
,,,,,,,,,,,,,16.514668400021037,,,,,17.045927400002256,17.045927400002256,18.19720260001486,18.19720260001486,18.19720260001486,18.19720260001486,18.19720260001486,18.19720260001486,0.004297399980714545,2.033658399974229,,,,,,,
