trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,textCue.started,polygonWh.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,17.25010520000069,19.25534509999852,19.755970099999104,19.755970099999104,space,0.02481949999855715,,,,,,,,,,,,4,001,2023-06-19_14h06.52.885,REPSWITCH_1_Practice,2022.2.5,59.63733344777401,
,,,,,,,,,,,,,19.80394819999856,,,,,20.368757799999003,20.368757799999003,21.585777899999812,21.585777899999812,21.585777899999812,21.585777899999812,21.585777899999812,21.585777899999812,21.585777899999812,21.585777899999812,0.027295600000798004,,,,,,,
