image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,textBlankLoop.started,textBlankLoop.stopped,polygonWhiteFam.stopped,imageFam.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.17961010010913,14.173879100009799,14.173879100009799,space,7.582744700135663,,,,,,,,,,,,,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_12.png,sirena,0,0,0,38,,,,,,21.772093300009146,22.83476940006949,22.83476940006949,22.83476940006949,22.83476940006949,26.32127709989436,28.821636100066826,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.01.066.wav,28.863296899944544,29.363340500043705,,,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_264.png,mano,0,1,1,12,,,,,,29.363340500043705,30.439909900072962,30.439909900072962,30.439909900072962,30.439909900072962,33.93339679995552,36.43373730010353,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.08.673.wav,36.46846879995428,36.96852790005505,36.46846879995428,36.46846879995428,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_719.png,baño,0,2,2,29,,,,,,36.96852790005505,38.0729290000163,38.0729290000163,38.0729290000163,38.0729290000163,41.56639140006155,44.066679700044915,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.16.307.wav,44.1014598000329,44.601470600115135,44.1014598000329,44.1014598000329,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_19.png,pavo,0,3,3,8,,,,,,44.601470600115135,45.72664840007201,45.72664840007201,45.72664840007201,45.72664840007201,49.22013380005956,51.72045659995638,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.23.961.wav,51.75523420004174,52.25529789994471,51.75523420004174,51.75523420004174,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_464.png,goma,0,4,4,21,,,,,,52.25529789994471,53.359613300068304,53.359613300068304,53.359613300068304,53.359613300068304,56.85315169999376,59.35346219991334,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.31.593.wav,59.388187299948186,59.88815460004844,59.388187299948186,59.388187299948186,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_235.png,aguja,0,5,5,10,,,,,,59.88815460004844,60.95776330004446,60.95776330004446,60.95776330004446,60.95776330004446,64.45133189996704,66.95162470010109,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.39.191.wav,66.98639219999313,67.48641599994153,66.98639219999313,66.98639219999313,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_498.png,taza,0,6,6,23,,,,,,67.48641599994153,68.64630310004577,68.64630310004577,68.64630310004577,68.64630310004577,72.13980140001513,74.64011929999106,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.46.879.wav,74.67487059999257,75.17491689999588,74.67487059999257,74.67487059999257,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_733.png,gafas,0,7,7,35,,,,,,75.17491689999588,76.18197400006466,76.18197400006466,76.18197400006466,76.18197400006466,79.67550959996879,82.175815399969,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h03.54.415.wav,82.21056280005723,82.71062729996629,82.21056280005723,82.21056280005723,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_16.png,cazador,0,8,8,4,,,,,,82.71062729996629,83.73161030001938,83.73161030001938,83.73161030001938,83.73161030001938,87.22517059999518,89.7254284999799,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.01.966.wav,89.760138399899,90.2601977000013,89.760138399899,89.760138399899,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_570.png,toro,0,9,9,34,,,,,,90.2601977000013,91.34372049989179,91.34372049989179,91.34372049989179,91.34372049989179,94.83718109992333,97.33753859996796,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.09.578.wav,97.3722808000166,97.87240120000206,97.3722808000166,97.3722808000166,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_590.png,escoba,0,10,10,41,,,,,,97.87240120000206,98.9071782999672,98.9071782999672,98.9071782999672,98.9071782999672,102.40070170001127,104.90101690008305,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.17.141.wav,104.93582269991748,105.43582229991443,104.93582269991748,104.93582269991748,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_673.png,tenedor,0,11,11,44,,,,,,105.43582229991443,106.49847320001572,106.49847320001572,106.49847320001572,106.49847320001572,109.99196949996985,112.49227269995026,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.24.732.wav,112.52702790009789,113.02708770008758,112.52702790009789,112.52702790009789,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_576.png,guante,0,12,12,26,,,,,,113.02708770008758,114.15222500008531,114.15222500008531,114.15222500008531,114.15222500008531,117.6457372000441,120.146075299941,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.32.386.wav,120.18087689997628,120.68087669997476,120.18087689997628,120.18087689997628,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_142.png,vaso,0,13,13,2,,,,,,120.68087669997476,121.74354770011269,121.74354770011269,121.74354770011269,121.74354770011269,125.23702370002866,127.73731039999984,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.39.978.wav,127.77208280004561,128.27211729995906,127.77208280004561,127.77208280004561,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_271.png,conejo,0,14,14,13,,,,,,128.27211729995906,129.39729039999656,129.39729039999656,129.39729039999656,129.39729039999656,132.89080110006034,135.39110379992053,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.47.632.wav,135.42593479994684,135.9259242999833,135.42593479994684,135.42593479994684,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_110.png,mesa,0,15,15,37,,,,,,135.9259242999833,136.97466669999994,136.97466669999994,136.97466669999994,136.97466669999994,140.4682273999788,142.9685879999306,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h04.55.209.wav,143.00321620004252,143.5032812000718,143.00321620004252,143.00321620004252,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_517.png,cuerda,0,16,16,24,,,,,,143.5032812000718,144.58683630009182,144.58683630009182,144.58683630009182,144.58683630009182,148.08026640000753,150.5806185998954,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h05.02.821.wav,150.61531260004267,151.1154199000448,150.61531260004267,150.61531260004267,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_446.png,cerdo,0,17,17,20,,,,,,151.1154199000448,152.19196419999935,152.19196419999935,152.19196419999935,152.19196419999935,155.68545620003715,158.18577819992788,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h05.10.426.wav,158.22051599994302,158.72057370003313,158.22051599994302,158.22051599994302,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_30.png,granja,0,18,18,14,,,,,,158.72057370003313,159.78326410008594,159.78326410008594,159.78326410008594,159.78326410008594,163.27672379999422,165.77704329998232,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h05.18.017.wav,165.8117829998955,166.31184259988368,165.8117829998955,165.8117829998955,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_320.png,iglesia,0,19,19,16,,,,,,166.31184259988368,167.49255619989708,167.49255619989708,167.49255619989708,167.49255619989708,170.9860529000871,173.4863946000114,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h05.25.726.wav,173.52108430000953,174.0211642999202,173.52108430000953,173.52108430000953,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
REPSWITCH1_Fam/PICTURE_152.png,caracol,0,20,20,3,,,,,,174.0211642999202,175.10465159988962,175.10465159988962,175.10465159988962,175.10465159988962,178.59813939989544,181.0985419000499,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/140203_REPSWITCH1_Fam_2023-11-28_13h02.42.397_micFam_recorded\recording_micFam_2023-11-28_13h05.33.338.wav,181.13323600008152,181.6332767000422,181.13323600008152,181.13323600008152,,,,,140203,001,2023-11-28_13h02.42.397,REPSWITCH1_Fam,2022.2.4,144.04302856600256,
