image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,20.967805241933092,22.873467590427026,23.394886174995918,23.394886174995918,space,0.8664531562826596,,,,,,,,001,2023-04-28_09h34.12.620,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_1.png,ratón,speak,red,nontarget,2,NT,Stim1_Set1,0,0,0,0,,29.412804480351042,,,,,25.01027090306161,26.755281174439006,26.755281174439006,26.755281174439006,26.755281174439006,26.755281174439006,,001,2023-04-28_09h34.12.620,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_1.png,ratón,speak,red,repeat,2,T,Stim1_Set1,0,1,1,1,,34.13900160515914,,,,,29.920237081649248,31.15151424909709,31.15151424909709,31.15151424909709,31.15151424909709,31.15151424909709,,001,2023-04-28_09h34.12.620,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_599.png,nube,type,blue,filler,1,F,Stim1_Set3,0,2,2,2,,38.937818540027365,,,,,34.62407537951367,35.9316806026618,35.9316806026618,35.9316806026618,35.9316806026618,35.9316806026618,,001,2023-04-28_09h34.12.620,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_110.png,mesa,speak,red,nontarget,2,NT,Stim2_Set1,0,3,3,3,,43.61719344975427,,,,,39.41729967854917,40.64988127362449,40.64988127362449,40.64988127362449,40.64988127362449,40.64988127362449,,001,2023-04-28_09h34.12.620,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_110.png,mesa,speak,red,repeat,2,T,Stim2_Set1,0,4,4,4,,48.36683853995055,,,,,44.117793427896686,45.37932042835746,45.37932042835746,45.37932042835746,45.37932042835746,45.37932042835746,,001,2023-04-28_09h34.12.620,REPSWITCH_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,48.870936844614334,50.10595057235332,50.10595057235332,50.10595057235332,50.10595057235332,50.10595057235332,,,,,,,
