image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonText.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonText.stopped,textInput.stopped,keyResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.19880369999919,14.212975299999925,14.713332499999524,14.713332499999524,space,0.6404608000011649,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-09_15h25.46.233,REPSWITCH_1,2022.2.5,60.15431989225726,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,nontarget,2,NT,Stim1_Set1,0,0,0,0,,20.294541899999786,,,,,15.911175700000058,15.911175700000058,17.312011199999688,17.312011199999688,17.312011199999688,17.312011199999688,17.312011199999688,17.312011199999688,17.312011199999688,0.0039404999997714185,2.033258499999647,"['m', 'o', 'u', 's', 'e']","[1.7363378000009106, 2.0083752000009554, 2.1275347000009788, 2.256266200000937, 2.3470318000008774]",mouse,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-09_15h25.46.233_micResp_recorded\recording_micResp_2023-05-09_15h25.59.164.wav,,,,,,,,001,2023-05-09_15h25.46.233,REPSWITCH_1,2022.2.5,60.15431989225726,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,repeat,2,T,Stim1_Set1,0,1,1,1,,24.910183599999982,,,,,25.41035539999939,20.794909700000062,21.912112399999387,21.912112399999387,21.912112399999387,21.912112399999387,21.912112399999387,21.912112399999387,21.912112399999387,0.0027206999993723002,1.9995590999997148,"['m', 'o', 's', 'u', 'e']","[0.6894105000001218, 0.8985637000005227, 0.9923111000007339, 0.9999041999999463, 1.165702300000703]",moue,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-09_15h25.46.233_micResp_recorded\recording_micResp_2023-05-09_15h26.03.780.wav,24.910183599999982,24.910183599999982,24.910183599999982,24.910183599999982,24.910183599999982,24.910183599999982,,001,2023-05-09_15h25.46.233,REPSWITCH_1,2022.2.5,60.15431989225726,
,,,,,,,,,,,,,,,,,,,25.41035539999939,,,,,,,,,,,,,,,,,,,,,,,,,,
