image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,imageFam.started,imageFam.stopped,textFam.started,textFam.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,16.241003200004343,18.236657000001287,18.737307400006102,18.737307400006102,space,1.0907810000062454,,,,,,,,,001,2023-05-26_11h48.44.917,REPSWITCH_1,2022.2.5,60.00798106636678,
REPSWITCH1/PICTURE_128.png,muñeca,0,0,0,0,,28.00201750002452,,,,,28.500994900008664,20.36817600001814,21.535356600012165,21.535356600012165,24.535449000017252,24.985136400006013,27.984286999999313,,001,2023-05-26_11h48.44.917,REPSWITCH_1,2022.2.5,60.00798106636678,
REPSWITCH1/PICTURE_142.png,vaso,0,1,1,1,,36.09916300000623,,,,,,28.500994900008664,29.584519299998647,29.584519299998647,32.58369670002139,33.08428500001901,,,001,2023-05-26_11h48.44.917,REPSWITCH_1,2022.2.5,60.00798106636678,
REPSWITCH1/PICTURE_152.png,caracol,0,2,2,2,,,,,,,,36.59908010001527,37.81621109999833,37.81621109999833,40.831499499996426,41.31491270000697,,,001,2023-05-26_11h48.44.917,REPSWITCH_1,2022.2.5,60.00798106636678,
REPSWITCH1/PICTURE_16.png,cazador,0,3,3,3,,53.311609500000486,,,,,53.811383100022795,45.64757760000066,46.81386290001683,46.81386290001683,49.81284400000004,50.31120190001093,53.311609500000486,,001,2023-05-26_11h48.44.917,REPSWITCH_1,2022.2.5,60.00798106636678,
,,,,,,,61.397030100022675,,,,,,53.811383100022795,54.89524670000537,54.89524670000537,57.894195800006855,58.39365220000036,,,,,,,,
