textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxMainInstr2_8.started,textboxMainInstr2_9.started,textboxMainInstr2_10.started,textboxMainInstr2_11.started,textboxMainInstr2_12.started,keyInstrMain2.started,participant,session,date,expName,psychopyVersion,frameRate,
22.57820659992285,24.543049399973825,25.090267100022174,25.090267100022174,25.090267100022174,25.090267100022174,space,0.5801833000732586,,,,,,,,,,,,,,28,001,2023-06-28_13h01.08.219,REPSWITCH1_v2022.2.4,2022.2.4,60.53030601835169,
,,,,,,,,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,25.806382599985227,,,,,,,
