image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,28.408166732406244,30.312585676263552,30.80877100653015,30.80877100653015,space,3.350069083389826,,,,,,,,001,2023-04-28_09h31.53.961,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_1.png,ratón,speak,red,nontarget,2,NT,Stim1_Set1,0,0,0,0,,39.00832988350885,,,,,34.84187622775789,36.37310633424204,36.37310633424204,36.37310633424204,36.37310633424204,36.37310633424204,,001,2023-04-28_09h31.53.961,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_1.png,ratón,speak,red,repeat,2,T,Stim1_Set1,0,1,1,1,,43.67328579071909,,,,,39.51008881040616,40.67870951490477,40.67870951490477,40.67870951490477,40.67870951490477,40.67870951490477,,001,2023-04-28_09h31.53.961,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_599.png,nube,type,blue,filler,1,F,Stim1_Set3,0,2,2,2,,48.3840333566186,,,,,44.16596156620653,45.49612918909406,45.49612918909406,45.49612918909406,45.49612918909406,45.49612918909406,,001,2023-04-28_09h31.53.961,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_110.png,mesa,speak,red,nontarget,2,NT,Stim2_Set1,0,3,3,3,,53.25318100687582,,,,,48.88187509519048,50.30204431927996,50.30204431927996,50.30204431927996,50.30204431927996,50.30204431927996,,001,2023-04-28_09h31.53.961,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_110.png,mesa,speak,red,repeat,2,T,Stim2_Set1,0,4,4,4,,57.954084342578426,,,,,53.7285482189036,54.965003553952556,54.965003553952556,54.965003553952556,54.965003553952556,54.965003553952556,,001,2023-04-28_09h31.53.961,REPSWITCH_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,58.44889348215656,,,,,,,,,,,,
