trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,11.01783150000847,13.013512700010324,13.514433600008488,13.514433600008488,space,0.4462022999941837,,,,,,,,,,,,,,,,001,2023-05-08_16h32.43.534,REPSWITCH_1,2022.2.5,60.012014398957824,
,,,,,,,,,,,,,18.562470500008203,,,,,14.51250969999819,14.51250969999819,15.579691599996295,15.579691599996295,15.579691599996295,15.579691599996295,15.579691599996295,15.579691599996295,0.004119699995499104,2.03334399999585,"['r', 'a', 't', 'o', 'n']","[0.4072798999841325, 0.4995873000007123, 0.6846522999985609, 0.6868776999763213, 0.8510526999889407]",raton,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-08_16h32.43.534_micResp_recorded\recording_micResp_2023-05-08_16h32.56.117.wav,,,,,,,
