image,correctAns,respModal,frameColor,trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,textInstrPractice_2.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice_2.started,keyPractice_2.keys,subjResponse,micPractice_2.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.710486000054516,12.710486000054516,space,0.6554525000974536,,,,,,,,,,,,,,,24,001,2023-06-27_12h16.16.641,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.449624294983295,
REPSWITCH1_Practice/PICTURE_12.png,sirena,SPEAK,yellow,0,0,0,0,,,,,18.055657600052655,13.891328900004737,13.891328900004737,15.074155200039968,15.074155200039968,15.074155200039968,15.074155200039968,15.074155200039968,15.074155200039968,15.074155200039968,0.004145900020375848,None,,D:\GitHub\experiment1\data/24_REPSWITCH1_Practice_2_v2022.2.4_2023-06-27_12h16.16.641_micPractice_2_recorded\recording_micPractice_2_2023-06-27_12h16.26.951.wav,24,001,2023-06-27_12h16.16.641,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.449624294983295,
,,,,,,,,,,,,,,18.54041530005634,19.608268899959512,19.608268899959512,19.608268899959512,19.608268899959512,19.608268899959512,19.608268899959512,19.608268899959512,0.0029480999801307917,,,,,,,,,,
