image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonType.started,polygonColour.started,polygonWhite.started,imageObject.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,42.60542370000621,44.60144590001437,45.10199309999007,45.10199309999007,space,2.597517099988181,,,,,,,,,,,,,,,,,001,2023-05-18_11h02.39.951,REPSWITCH_1,2022.2.5,60.183245941316784,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,nontarget,2,NT,Stim1_Set1,0,0,0,0,,51.848310400004266,,,,,52.35000000000582,48.349294899991946,49.63357740000356,49.63357740000356,49.63357740000356,49.63357740000356,49.63357740000356,49.63357740000356,49.63357740000356,0.024731299985432997,2.066590600006748,"['r', 'a', 't', 'o', 'n', 'g']","[1.075667600001907, 1.1464264999958687, 1.2812676000175998, 1.363837400014745, 1.4861927000165451, 1.673580700007733, 2.1764944000169635]",raton,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-18_11h02.39.951_micResp_recorded\recording_micResp_2023-05-18_11h02.56.698.wav,,001,2023-05-18_11h02.39.951,REPSWITCH_1,2022.2.5,60.183245941316784,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,repeat,2,T,Stim1_Set1,0,1,1,1,,55.46566720001283,,,,,55.964921900012996,52.35000000000582,53.4002283999871,53.4002283999871,53.4002283999871,53.4002283999871,53.4002283999871,53.4002283999871,53.4002283999871,0.0029359000036492944,2.0001595999929123,"['r', 'a', 't', 'o']","[1.1475665000034496, 1.2200696999789216, 1.4314201999804936, 1.5148598999949172, 2.045208299998194]",rat,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-18_11h02.39.951_micResp_recorded\recording_micResp_2023-05-18_11h03.00.314.wav,,001,2023-05-18_11h02.39.951,REPSWITCH_1,2022.2.5,60.183245941316784,
REPSWITCH1/PICTURE_599.png,nube,type,blue,filler,1,F,Stim1_Set3,0,2,2,2,,59.081569700007094,,,,,59.58122059999732,55.964921900012996,57.03172609998728,57.03172609998728,57.03172609998728,57.03172609998728,57.03172609998728,57.03172609998728,57.03172609998728,0.030261500010965392,2.0334894000261556,"['c', 'l', 'o', 'u', 'd']","[1.3316548000148032, 1.4178494999941904, 1.591202500014333, 1.7159276999882422, 1.8290222999930847, 2.022771699994337]",clou,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-18_11h02.39.951_micResp_recorded\recording_micResp_2023-05-18_11h03.03.930.wav,,001,2023-05-18_11h02.39.951,REPSWITCH_1,2022.2.5,60.183245941316784,
REPSWITCH1/PICTURE_110.png,mesa,speak,yellow,nontarget,2,NT,Stim2_Set1,0,3,3,3,,63.69708939999691,,,,,,59.58122059999732,60.797216900013154,60.797216900013154,60.797216900013154,60.797216900013154,60.797216900013154,60.797216900013154,60.797216900013154,0.11670100002083927,2.116516900015995,"['m', 'e', 'backspace', 's', 'a', 'e']","[0.9247517000185326, 1.0282094000140205, 1.8568724000069778, 2.2696070999954827, 2.4438707000226714, 2.7415421000041533]",msae,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-18_11h02.39.951_micResp_recorded\recording_micResp_2023-05-18_11h03.08.545.wav,,001,2023-05-18_11h02.39.951,REPSWITCH_1,2022.2.5,60.183245941316784,
,,,,,,,,,,,,,,,,,,,64.19708549999632,65.39772830001311,65.39772830001311,65.39772830001311,65.39772830001311,65.39772830001311,65.39772830001311,65.39772830001311,0.002455699985148385,,,,,,,,,,,,
