image,correctAns,respModal,frameColor,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice1v1.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice1v1.clip,textBlankLoop.started,polygonCol.stopped,polygonWh.stopped,textCue.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,textBlankLoop.stopped,textboxEndPracrice.started,keyEndPractice.started,keyEndPractice.keys,keyEndPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,10.041771599906497,space,14.006600600085221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
,,,,,,,,,,,,,,,,,,,,,24.07397679996211,24.07397679996211,space,6.790556800086051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
,,,,,,,,,,,,,,,,,,,,,,,,,30.87381399993319,30.87381399993319,space,2.037994899903424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,32.94317989994306,space,6.7851948000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
REPSWITCH1_Practice/PICTURE_612.png,rana,TECLEA,darkblue,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.749775699921884,40.916603899910115,40.916603899910115,40.916603899910115,40.916603899910115,40.916603899910115,40.916603899910115,40.916603899910115,40.916603899910115,40.916603899910115,"['r', 'a']",0,"[2.683383999974467, 2.8273818000452593]",ra,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Practice1_version1_2023-09-28_10h52.35.813_micPractice1v1_recorded\recording_micPractice1v1_2023-09-28_10h53.11.539.wav,43.930426099919714,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
REPSWITCH1_Practice/PICTURE_599.png,nube,HABLA,gold,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.43048449989874,45.56281469995156,45.56281469995156,45.56281469995156,45.56281469995156,45.56281469995156,45.56281469995156,45.56281469995156,45.56281469995156,45.56281469995156,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Practice1_version1_2023-09-28_10h52.35.813_micPractice1v1_recorded\recording_micPractice1v1_2023-09-28_10h53.16.196.wav,48.59110169997439,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,darkblue,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.09134419995826,50.18190179998055,50.18190179998055,50.18190179998055,50.18190179998055,50.18190179998055,50.18190179998055,50.18190179998055,50.18190179998055,50.18190179998055,"['t', 'o', 'r', 'o']",0,"[1.1943259000545368, 1.3383529999991879, 1.626349400030449, 1.706348100095056]",toro,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Practice1_version1_2023-09-28_10h52.35.813_micPractice1v1_recorded\recording_micPractice1v1_2023-09-28_10h53.20.813.wav,53.20254329999443,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,darkblue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.70294190000277,54.91811769991182,54.91811769991182,54.91811769991182,54.91811769991182,54.91811769991182,54.91811769991182,54.91811769991182,54.91811769991182,54.91811769991182,"['t', 'o', 't', 'o']",0,"[1.3062304999912158, 1.4025084000313655, 1.5464755999855697, 1.610472199972719]",toto,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Practice1_version1_2023-09-28_10h52.35.813_micPractice1v1_recorded\recording_micPractice1v1_2023-09-28_10h53.25.549.wav,57.93919479998294,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
REPSWITCH1_Practice/PICTURE_733.png,gafas,HABLA,gold,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.43954929988831,59.51606009993702,59.51606009993702,59.51606009993702,59.51606009993702,59.51606009993702,59.51606009993702,59.51606009993702,59.51606009993702,59.51606009993702,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Practice1_version1_2023-09-28_10h52.35.813_micPractice1v1_recorded\recording_micPractice1v1_2023-09-28_10h53.30.147.wav,62.53727329999674,,,,,,,,,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
REPSWITCH1_Practice/PICTURE_614.png,reina,TECLEA,darkblue,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.037488799891435,64.09340589994099,64.09340589994099,64.09340589994099,64.09340589994099,64.09340589994099,64.09340589994099,64.09340589994099,64.09340589994099,64.09340589994099,"['r', 'e', 'i', 'n', 'a']",0,"[1.122918299981393, 1.3149091999512166, 1.5709130000323057, 1.7949153999798, 1.9069133000448346]",reina,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/000101_REPSWITCH1_Practice1_version1_2023-09-28_10h52.35.813_micPractice1v1_recorded\recording_micPractice1v1_2023-09-28_10h53.34.735.wav,67.11986409989186,67.11986409989186,67.11986409989186,67.11986409989186,67.11986409989186,67.11986409989186,67.11986409989186,67.11986409989186,67.62037099990994,,,,,000101,001,2023-09-28_10h52.35.813,REPSWITCH1_Practice1_version1,2022.2.4,143.95676676230607,
