famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,imageFam.started,keyFam.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,10.934592600009637,12.93187410000246,13.43234709999524,13.43234709999524,space,2.5793556999997236,,,,,,,001,2023-05-26_11h36.02.152,REPSWITCH_1,2022.2.5,60.02736046609938,
,,,,,,,16.031248900020728,,,,,16.563073900004383,16.563073900004383,,,,,,,,,,
