Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L3_p470104_tr100_type_camisa;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr101_speak_espejo;espejo;796.916;494.532;;;;tongue;;
recording_V1L3_p470104_tr102_type_miel;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr103_type_pierna;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr104_speak_taza;taza;781.930;352.167;;;;tongue, sniffles end of audio;;
recording_V1L3_p470104_tr105_speak_pavo;pavo;759.451;329.688;;;;;;
recording_V1L3_p470104_tr106_speak_pavo;pavo;552.000;314.849;;;;;;
recording_V1L3_p470104_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr108_speak_espalda;espalda;1466.282;579.451;;;;;;
recording_V1L3_p470104_tr109_speak_espalda;espalda;524.673;631.902;;;;;;
recording_V1L3_p470104_tr10_type_cazador;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr110_type_pulpo;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr111_speak_vaso;vaso;920.000;318.997;;;;;;
recording_V1L3_p470104_tr112_type_vaso;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr113_type_regalo;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr114_type_traje;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr115_speak_traje;traje;904.000;352.000;;;;;;
recording_V1L3_p470104_tr116_speak_fresa;fresa;754.456;499.527;;;;;;
recording_V1L3_p470104_tr117_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr118_type_bombero;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr119_speak_camisa;camisa;696.000;505.533;;;;inhale before word;;
recording_V1L3_p470104_tr11_type_taza;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr120_type_muñeca;[/muñe/ mierda, type];760.000;232.000;0;;;started speaking, then typed;1;
recording_V1L3_p470104_tr121_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr122_speak_baño;baño;1064.000;317.362;;;;;;
recording_V1L3_p470104_tr123_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr124_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr125_type_cazador;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr126_speak_cazador;cazador;776.000;510.452;;;;;;
recording_V1L3_p470104_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr128_type_falda;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr129_type_falda;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr12_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr130_speak_puente;puente;791.920;397.124;;;;;;
recording_V1L3_p470104_tr131_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr132_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr133_type_espalda;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr134_speak_tenedor;tenedor;836.878;469.555;;;;;;
recording_V1L3_p470104_tr135_type_vaso;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr136_type_manzana;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr137_speak_manzana;manzana;791.920;499.527;;;;tongue;;
recording_V1L3_p470104_tr138_speak_traje;traje;692.015;377.143;;;;;;
recording_V1L3_p470104_tr139_speak_caracol;caracol;719.489;409.612;;;;;;
recording_V1L3_p470104_tr13_speak_fresa;fresa;931.788;492.034;;;;inhale before word, tongue;;
recording_V1L3_p470104_tr140_type_caracol;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr141_type_fresa;[/fr/, type];0;3000.000;0;;;started speaking (whispering), then typed;1;
recording_V1L3_p470104_tr142_type_cerdo;[type];0;3000.000;;;;sniffles beginning of audio;;
recording_V1L3_p470104_tr143_speak_cerdo;cerdo;1000.000;346.395;;;;;;
recording_V1L3_p470104_tr144_speak_mano;mano;848.000;273.608;;;;;;
recording_V1L3_p470104_tr145_speak_mano;mano;648.000;253.816;;;;;;
recording_V1L3_p470104_tr146_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr147_speak_granja;granja;1096.000;472.685;;;;;;
recording_V1L3_p470104_tr148_speak_granja;granja;560.000;466.698;;;;tongue;;
recording_V1L3_p470104_tr149_type_tronco;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr14_speak_puente;puente;1032.000;451.765;;;;;;
recording_V1L3_p470104_tr150_speak_cazador;[type, cazador];1276.462;524.503;0;;;typed first, then spoke;1;
recording_V1L3_p470104_tr151_speak_pintor;pintor;704.000;500.030;;;;;;
recording_V1L3_p470104_tr152_type_pintor;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr153_speak_columna;columna;1104.000;432.216;;;;;;
recording_V1L3_p470104_tr154_type_oreja;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr155_speak_oreja;oreja;712.000;407.111;;;;sniffles end of audio;;
recording_V1L3_p470104_tr156_speak_falda;falda;662.043;369.650;;;;;;
recording_V1L3_p470104_tr157_speak_guante;guante;696.000;335.693;;;;mic sound middle and end of audio;;
recording_V1L3_p470104_tr158_type_guante;[type];0;3000.000;;;;mic sound beginning of audio;;
recording_V1L3_p470104_tr159_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr15_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr160_type_conejo;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr161_speak_conejo;conejo;720.000;426.585;;;;sniffles end of audio;;
recording_V1L3_p470104_tr162_type_manzana;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr163_speak_cartero;cartero;1048.000;420.780;;;;inhale before word, tongue;;
recording_V1L3_p470104_tr164_speak_cartero;cartero;642.062;447.077;;;;tongue;;
recording_V1L3_p470104_tr164_speak_cartero;cartero;2880.000;120.000;;;;tongue;;
recording_V1L3_p470104_tr165_speak_caracol;caracol;776.000;440.518;;;;;;
recording_V1L3_p470104_tr166_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr167_speak_miel;miel;936.000;310.490;;;;tongue;;
recording_V1L3_p470104_tr168_speak_miel;miel;664.000;335.224;;;;inhale before word;;
recording_V1L3_p470104_tr169_speak_iglesia;iglesia;726.982;599.432;;;;;;
recording_V1L3_p470104_tr16_speak_baño;baño;960.000;311.466;;;;;;
recording_V1L3_p470104_tr170_type_iglesia;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr171_speak_granja;granja;768.000;361.101;;;;inhale before word;;
recording_V1L3_p470104_tr172_type_mano;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr173_type_goma;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr174_type_goma;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr175_speak_pintor;pintor;752.000;409.570;;;;inhale before word;;
recording_V1L3_p470104_tr176_type_aguja;[type];0;3000.000;;;;;;
recording_V1L3_p470104_tr177_type_aguja;[type];0;3000.000;;;;;;
