Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L2_p200202_tr100_type_bombero;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr101_speak_cadena;cadena;632.000;408.000;;;;tongue;;
recording_V2L2_p200202_tr102_type_escoba;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr103_type_espejo;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr104_speak_cadena;cadena;556.848;437.404;;;;tongue;;
recording_V2L2_p200202_tr105_speak_puente;puente;1145.852;437.404;;;;;;
recording_V2L2_p200202_tr106_speak_puente;puente;633.891;457.286;;;;;;
recording_V2L2_p200202_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr108_speak_fresa;fresa;700.993;402.610;;;;;;
recording_V2L2_p200202_tr109_speak_fresa;fresa;489.747;415.036;;;;;;
recording_V2L2_p200202_tr10_speak_espalda;espalda;1200.000;542.312;;;;tongue;;
recording_V2L2_p200202_tr110_type_baño;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr111_speak_traje;traje;624.000;397.590;;;;;;
recording_V2L2_p200202_tr112_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr113_speak_camisa;camisa;1195.557;444.859;;;;;;
recording_V2L2_p200202_tr114_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr115_speak_muñeca;muñeca;614.009;464.741;;;;;;
recording_V2L2_p200202_tr116_speak_pierna;pierna;544.000;378.180;;;;;;
recording_V2L2_p200202_tr117_speak_pavo;pavo;591.642;288.289;;;;;;
recording_V2L2_p200202_tr118_type_pavo;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr119_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr11_type_espalda;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr120_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr121_speak_taza;taza;968.000;297.144;;;;;;
recording_V2L2_p200202_tr122_type_bombero;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr123_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr124_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr125_speak_regalo;regalo;624.000;424.000;;;;tongue;;
recording_V2L2_p200202_tr126_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr127_type_espalda;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr128_speak_espalda;espalda;840.000;514.613;;;;;;
recording_V2L2_p200202_tr129_speak_puente;puente;956.973;382.728;;;;;;
recording_V2L2_p200202_tr12_type_camisa;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr130_type_pintor;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr131_type_pintor;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr132_speak_fresa;fresa;474.835;472.197;;;;;;
recording_V2L2_p200202_tr133_type_caracol;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr134_type_caracol;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr135_speak_muñeca;muñeca;718.390;452.315;;;;;;
recording_V2L2_p200202_tr136_type_mano;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr137_speak_mano;mano;648.803;323.082;;;;;;
recording_V2L2_p200202_tr138_speak_cuerda;cuerda;832.000;380.954;;;;tongue;;
recording_V2L2_p200202_tr139_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr13_type_puente;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr140_type_traje;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr141_type_granja;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr142_speak_granja;granja;608.000;383.767;;;;;;
recording_V2L2_p200202_tr143_type_vaso;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr144_speak_pavo;pavo;648.000;266.724;;;;;;
recording_V2L2_p200202_tr145_speak_manzana;manzana;688.000;567.203;;;;;;
recording_V2L2_p200202_tr146_speak_manzana;manzana;592.000;576.000;;;;;;
recording_V2L2_p200202_tr147_type_cazador;[type];0;3000.000;;;;;;
recording_V2L2_p200202_tr148_speak_cerdo;cerdo;862.534;457.466;;;;;;
recording_V2L2_p200202_tr149_speak_cerdo;cerdo;700.993;459.771;;;;;;
recording_V2L2_p200202_tr14_speak_puente;puente;725.845;397.640;;;;;;
